ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Multicellular complex forming ability
140578,S3Cf-2,"DSM 100693, CGMCC 4.7299",1,Mangrovihabitans endophyticus,GCA_014646155,1
6310,HG667,"DSM 18935, JCM 16543, MBIC 07497",1,Marihabitans asiaticum,GCA_007828725,0
157905,TPS16,"DSM 46825, TBRC 5138",1,Marinitenerispora sediminis,GCA_003336425,1
3670,Me b8,"DSM 14713, JCM 12633",1,Melittangium boletus,GCA_002305855,1
7412,V-73,"DSM 14217, CCM 4955, NRRL B-24228, JCM 12137, CIP 107636, IAM 15195, LMG 22184, NBRC 103071",1,Microbacterium aerolatum,GCA_007988825,0
7449,CC-SBCK 209,"DSM 21798, CCM 7686, CIP 110690, CCUG 58051, JCM 18705",1,Microbacterium agarici,GCA_002563955,0
7439,JS54-2,"DSM 19713, CIP 110688, KCTC 19124, JCM 15625",1,Microbacterium aquimaris,GCA_015278225,0
7370,,"DSM 20754, ATCC 4358, IFO 3750, NBRC 3750, NRRL B-24239, JCM 5884, CGMCC 1.1937, CIP 55.81, HAMBI 1892, IAM 1311, KCTC 3522, LMG 4009, NCDO 2276, NCIMB 8185, VKM Ac-1944",1,Microbacterium arborescens,GCA_003339645,0
7395,H-5,"DSM 8600, ATCC 51345, IFO 15204, NBRC 15204, NRRL B-24210, CCUG 43279, CCM 4522, CIP 103994, JCM 9179, IAM 15207, KACC 15219, VKM Ac-1950, VKM Ac-2076",1,Microbacterium aurum,GCA_001974985,0
7396,M-73,"CCUG 38517, DSM 8607, ATCC 51344, IFO 14592, NBRC 14592, JCM 9180, CCM 4523, CIP 103993, IAM 15202, NCIMB 13387, NRRL B-23242, VKM Ac-1940, VKM Ac-2077",1,Microbacterium dextranolyticum,GCA_016907295,0
7399,,"DSM 8609, ATCC 8091, CCM 4371, IFO 3751, NBRC 3751, NRRL B-24213, JCM 9172, BCRC 15447, BUCSAV 326, CIP 103916, IAM 15198, LMG 4020, NCFB 2277, NCIMB 8186, VKM Ac-1942, VTT E-991287, NCDO 2277",1,Microbacterium esteraromaticum,GCA_016907315,0
7364,401,"CCUG 29000, DSM 20643, ATCC 13348, NCIB 9221, JCM 3877, BCRC 12361, CCTM 2716, CIP 102401, HAMBI 1871, HAMBI 1909, IAM 15203, IFO 15039, IMET 10367, JCM 11568, KCTC 3389, KCTC 3437, LMG 3028, NBIMCC 2370, NBRC 15039, NCIMB 9221, NRRL B-24238, VKM Ac-1415",1,Microbacterium flavescens,GCA_018588945,0
7410,"P 333/02, P333/02","DSM 12966, LMG 19580, NRRL B-24224, JCM 11569, CIP 107137, IAM 15188, KCTC 19915, NBRC 103072, NCIMB 14329",1,Microbacterium foliorum,GCA_000956415,0
7429,,"DSM 18659, KCTC 19189, Gsoil 259, JCM 15304",1,Microbacterium ginsengisoli,GCA_000956535,0
7432,FCC-01,"DSM 19179, JCM 14558",1,Microbacterium hatanonis,GCA_008017415,0
7406,,"DSM 12509, IFO 15708, NBRC 15708, NRRL B-24220, CCUG 52344 A, CIP 105731, JCM 12413, LCDC 84-209, CCUG 52344, IAM 15210, LMG 22182, VKM Ac-2081",1,Microbacterium hominis,GCA_001553805,0
7371,72,"DSM 20530, ATCC 8365, IAM 1654, NCIB 9888, NRRL B-24235, JCM 1378, BCRC 11226, CGMCC 1.1910, CIP 82.108, HAMBI 117, HAMBI 1891, IFO 12610, IMET 10714, KCTC 9229, NBRC 12610, NCCB 71040, NCFB 2269, NCIMB 9888, VKM Ac-1447, VKM B-1204",1,Microbacterium imperiale,GCA_017876655,0
7446,DC-200,"DSM 19600, CIP 110032, LMG 24557, JCM 17023",1,Microbacterium invictum,GCA_015278285,0
7397,,"DSM 8606, ATCC 35057, CCM 4375, CIP 103815, IFO 13309, NBRC 13309, NRRL B-24211, CCUG 43280, JCM 9173, BCRC 11905, IAM 13165, KCTC 9918, LMG 16470, NCIMB 12401, VKM Ac-1958",1,Microbacterium keratanolyticum,GCA_016907255,0
7407,KN-2479,"DSM 12510, IFO 14548, NBRC 14548, NRRL B-24221, JCM 12078, CIP 105732, IAM 15201, VKM Ac-2082",1,Microbacterium terrae,GCA_000956575,0
7373,5,"DSM 20427, ATCC 8180, NCDO 747, NCIB 8540, NRRL B-24233, JCM 1379, BCRC 11036, CCM 1584, CCUG 28998, CCUG 50753, CGMCC 1.1911, CIP 69.3, HAMBI 2287, IAM 1640, IFO 14135, IMET 10712, IMSNU 21284, KCTC 1305, KCTC 1625, KCTC 9230, LMG 21671, LMG 4047, NBRC 14135, NCIMB 8540, VKM Ac-1145, VTT E-072707",1,Microbacterium lacticum,GCA_006539445,0
7375,1,"DSM 20140, ATCC 15953, CCM 1929, NCIB 9659, NRRL B-24229, CCUG 53894, CIP 100934, JCM 9181, CECT 445, IAM 15186, IFO 14471, KCTC 9644, KCTC 9732, NBRC 14471, NCFB 2270, NCIMB 9659, VKM Ac-1138, VKM B-1215, IMET 10713, NCDO 2270",1,Microbacterium laevaniformans,GCA_016907555,0
7453,MNA2,"DSM 22422, CCM 7585, JCM 30493",1,Microbacterium lindanitolerans,GCA_006788875,0
7380,Mbm 15,"DSM 20638, ATCC 43647, NCIB 11509, NRRL B-24237, CCUG 33091, JCM 3879, BCRC 14859, CGMCC 1.1934, CIP 102402, HAMBI 1895, IAM 15185, IFO 15037, IMSNU 21275, KCTC 9227, LMG 16342, NBRC 15037, NCIMB 11509, VKM Ac-1018",1,Microbacterium liquefaciens,GCA_006539765,0
7436,YM11-607,"DSM 18904, CIP 109810, JCM 16546, MBIC 07778, NBRC 104188",1,Microbacterium marinilacus,GCA_019753765,0
7409,"319, 572, MDB 319","DSM 12512, ATCC 19260, IFO 15779, NBRC 15779, NCIMB 1050, NRRL B-24223, JCM 11570, CECT 578, CIP 105733, IAM 15190, LMG 8374, NCIMB 559, NCMB 1050, NCMB 665, NCMB 689, VKM Ac-2079, VKM B-1170, VTT E-072693",1,Microbacterium maritypicum,GCA_008868125,0
7456,M4-8,"DSM 24780, JCM 16363, KACC 21129, NBRC 109971",0,Microbacterium mitrae,GCA_008017445,0
7369,X98,"DSM 20578, CIP 6612, NCIB 9944, NRRL B-24236, CCUG 58056, JCM 12414, CIP 66.12, KCTC 3256, BCRC 12117, CGMCC 1.8870, IAM 15197, IFO 15586, NBRC 15586, NCIMB 9944, VKM Ac-2116, IFO (now NBRC) 15586, NCIB (now NCIMB) 9944",1,Microbacterium oxydans,GCA_006540085,0
7413,"P 369/106, P369/06","DSM 13468, LMG 19581, NRRL B-24227, JCM 11571, CIP 107138, IAM 15191, KCTC 19917, NBRC 103077, NCIMB 14330, VTT E-072687",1,Microbacterium phyllosphaerae,GCA_017876435,0
7402,,"DSM 11986, CCUG 38312, CCM 4912, CIP 107265, JCM 11686, DMMZ 1710, IAM 15192, IFM 10515, LMG 22202, NBRC 103078, NRRL B-24216",1,Microbacterium resistens,GCA_001552355,0
7365,"48-1-4, 3126","DSM 20169, ATCC 19272, CCEB 366, CCUG 33092, JCM 1352, BCRC 12119, CCM 4972, CGMCC 1.1906, CIP 104420, HAMBI 1890, IAM 12547, IFO 15038, IMET 11076, KCTC 3469, LMG 16343, NBRC 15038, NCDO 2265, NCIMB 702265, NRRL B-14833, VKM Ac-1022, VKM Ac-1414, CNF 058",1,Microbacterium saperdae,GCA_006716345,0
7400,A-1,"DSM 8610, ATCC 51476, CCM 4374, CIP 103816, IFO 15300, NBRC 15300, NRRL B-24214, JCM 9176, IAM 15209, LMG 16471, VKM Ac-1945",1,Microbacterium terrae,GCA_017831975,0
7367,Rp-3,"DSM 20166, ATCC 15829, CCM 2299, NRRL B-24232, CCUG 23849, LMG 16344, CIP 104324, IAM 1561, JCM 1353, BCRC 12120, CGMCC 1.1907, HAMBI 1889, IFO 12675, IMET 10361, KCTC 9103, KCTC 9228, NBRC 12675, NCFB 2302, NCIMB 11430, VKM Ac-1019, VKM B-1229",1,Microbacterium testaceum,GCA_006539145,0
7408,No. 10,"DSM 12511, IFO 16060, NBRC 16060, NRRL B-24222, JCM 12079, CIP 105728, IAM 15194, LMG 22183, NCIMB 13604, VKM Ac-2084",1,Microbacterium thalassium,GCA_014208045,0
7398,114-2,"DSM 8608, ATCC 51475, CCM 4373, CIP 103817, IFO 15077, JCM 1358, NBRC 15077, NRRL B-24212, IAM 15206, LMG 16696, VKM Ac-1948",1,Microbacterium trichothecenolyticum,GCA_000956465,0
7426,S3-E,"DSM 16914, KCTC 19079, JCM 13591, CIP 108944, IAM 15299, LMG 23366, NCIMB 14334",1,Microbacterium xylanilyticum,GCA_001313345,0
131070,2C-HV3,"DSM 100527, CGMCC 4.7281, JCM 31773",1,Microbispora camponoti,GCA_014712745,0
160483,CLES2,"DSM 101759, NRRL B-65340",0,Microbispora clausenae,GCA_013870605,0
160812,NEAU-HEGS1-5,"DSM 104648, CCTCC AA 2019030",1,Microbispora fusca,GCA_005864065,0
160574,NEAU-D428,"DSM 109822, CGMCC 4.7523",1,Microbispora sitophila,GCA_014892245,0
7506,CW1,"DSM 23889, JCM 14730, KCTC 13142",1,Microcella frigidaquae,GCA_009664385,0
7759,,"DSM 17945, KCTC 19156, YIM 56238, JCM 16951",1,Micrococcus endophyticus,GCA_014205115,0
7760,,"DSM 21948, CCTCC AA 208060, JCM 16547, YIM 65004, CCUG 59864",1,Micrococcus luteus,GCA_014138885,0
170923,IPMA8,ACOI 3416,1,Microcoleus asticus,GCA_013179805,1
12612,AA-1042,"DSM 11053, IFO 16127, NBRC 16127, JCM 11651, IMSNU 22078, KACC 14501, KCTC 9822",1,Microlunatus antarcticus,GCA_014193425,0
12613,"J47, Ben-108","DSM 12936, ACM 5120, JCM 13522, CCUG 43143, Ben 108, CIP 107259, KACC 14261",1,Microlunatus capsulatus,GCA_017876495,0
12630,12-Be-011,"CCUG 57425, DSM 22083, CCM 7636, JCM 18708",1,Microlunatus parietis,GCA_013407955,0
12625,NM-1,"DSM 10555, JCM 9379, ATCC 700054, CIP 104466, FERM P-9771, HAMBI 2303, KCTC 9798, LMG 18116, NBRC 101784, NCIMB 13414, VKM Ac-1990",1,Microlunatus phosphovorus,GCA_000270245,0
12629,"CC-012602, CC-12602","DSM 21800, CCM 7685, CCUG 58049, JCM 18709",1,Microlunatus soli,GCA_900105385,0
160441,,"DSM 103947, KCTC 39847, SYSU K12189",1,Microlunatus speluncae,GCA_009299835,1
7965,,"DSM 43813, ATCC 27029, CBS 129.76, IFO 16155, IMET 8216, INA 9442, JCM 10878, KCC A-0232, NBRC 16155, NRRL B-16091, BCRC 12538, CECT 3289, CGMCC 4.2103, CGMCC 4.5705, IFO 16125, MTCC 1047, NBRC 16125, VKM Ac-1936, IFO 14068, JCM 3232, VKM Ac-613, NBRC 14068",1,Micromonospora aurantiaca,GCA_000145235,0
7983,TT1-11,"DSM 44815, JCM 12357, PCU 239, CGMCC 4.5704, CIP 108632, NBRC 101913, TISTR 1532",1,Micromonospora auratinigra,GCA_900089595,0
7885,1464-217L,"DSM 43026, ATCC 12452, CBS 269.62, IAM 14285, IFO 13503, JCM 3031, KCC A-0031, NBRC 13503, BCRC 11623, CECT 3195, CGMCC 4.1050, CGMCC 4.2101, HUT 6588, IFM 1108, IFO 12135, IMET 8209, IMSNU 20083, KCTC 9070, MTCC 329, NBRC 12135, NCIMB 12879, NRRL B-2344, VKM Ac-822",1,Micromonospora chalcea,GCA_002926165,0
7981,,"DSM 44151, ATCC 53710, JCM 9459, IFO 15963, IMSNU 22023, NBRC 15963",1,Micromonospora chersina,GCA_900091475,0
7989,71-97,"DSM 43903, ATCC 35571, CIP 108947, IFO 14025, JCM 3256, KCC A-0256, NBRC 14025, NRRL B-16101, BCRC 12535, CGMCC 4.1269, IMSNU 21289, KCTC 9367",1,Micromonospora citrea,GCA_900090315,0
158459,LHW63014,"DSM 106193, CCTCC AA 2018012",1,Micromonospora craniellae,GCA_003419945,0
8021,CR 30,"DSM 45599, CECT 7891, JCM 31700",1,Micromonospora cremea,GCA_900143515,0
159690,13K206,"DSM 107532, JCM 32583",1,Micromonospora deserti,GCA_003236335,0
7982,LK2-10,"DSM 44814, JCM 12345, PCU 238, TISTR 1531, CIP 108667, NBRC 101912, NRRL B-24761",1,Micromonospora eburnea,GCA_900090225,0
7990,65-m50,"DSM 43904, ATCC 35572, CIP 108948, IFO 14022, JCM 3257, KCC A-0257, NBRC 14022, NRRL B-16102, BCRC 13324, CGMCC 4.1254, IMSNU 21290",1,Micromonospora echinaurantiaca,GCA_900090235,0
7991,71-m68,"DSM 43913, CIP 108946, IFO 14267, JCM 3327, KCC A-0327, NBRC 14267, BCRC 12630, CGMCC 4.1274, IMSNU 21291, KCTC 9548, NRRL B-16695",1,Micromonospora echinofusca,GCA_900091445,0
7972,,"DSM 43816, ATCC 15837, CBS 619.66, IFO 12574, IMET 8211, JCM 3073, NBRC 12574, NRRL 2985, RIA S-420, BCRC 11626, CBS 645.71, CGMCC 4.2102, CGMCC 4.5706, IFO 13149, IMSNU 21292, IMSNU 22043, KCTC 9213, NBRC 13149, NCIMB 12744, VKM Ac-669",1,Micromonospora echinospora subsp. echinospora,GCA_002266845,0
7984,AA-459,"DSM 44398, CIP 108382, IFAM AA-459, JCM 12677, NBRC 101889, NRRL B-24248",1,Micromonospora endolithica,GCA_003626595,0
8052,202201,"DSM 45430, BCC 72028, CGMCC 4.5597, NBRC 109090, JCM 18317",1,Micromonospora endophytica,GCA_003236305,0
7992,71-m11,"DSM 43906, ATCC 35574, CIP 108952, JCM 3259, KCC A-0259, NRRL B-16104, IFO 14026, IMSNU 21296, NBRC 14026",1,Micromonospora fulviviridis,GCA_014648395,0
158643,WPS1-2,"KCTC 39787, NBRC 112325, TISTR 2405, JCM 32902, DSM 117320",1,Micromonospora globbae,GCA_003610785,1
7964,,"DSM 43171, ATCC 27596, JCM 3125, KCC A-0125, NRRL 2998, BCRC 11658, CBS 336.76, CECT 3293, CGMCC 4.1078, CGMCC 4.1490, IFM 1276, IFO 14112, KCTC 9551, NBRC 14112, NCIMB 2223",1,Micromonospora halophytica,GCA_900090245,0
8018,P0402,"DSM 45647, JCM 15292, PCU 315, TISTR 1883",1,Micromonospora humi,GCA_900090105,0
7974,MK-41,"DSM 43819, ATCC 21773, JCM 6239, NRRL B-16095, CECT 3294, IMSNU 22025, MTCC 330, NBRC 101909, NCIMB 12751",1,Micromonospora inositola,GCA_900090285,0
7993,INA,"DSM 46123, ATCC 27600, CIP 108951, IFO 13156, IMET 8306, JCM 3188, KCC A-0188, NBRC 13156, NRRL 3292, BCRC 13363, CECT 3295, HUT 6602, IMSNU 22033, KACC 20104, KCTC 1055, NCIMB 12731",1,Micromonospora inyonensis,GCA_900091415,0
23117,D10-9-5,"DSM 45782, JCM 17013, NBRC 108767, TISTR 2000, PCU 322",1,Micromonospora maritima,GCA_902825405,0
7985,,"DSM 44830, LMG 22229, NBRC 101890, NRRL B-24769, WA 201, JCM 13240, CIP 108755",1,Micromonospora mirobrigensis,GCA_900091555,0
8011,BTG4-1,"DSM 45248, JCM 12394, PCU 265, TISTR 1570, NRRL B-24763",1,Micromonospora narathiwatensis,GCA_900089605,0
7977,MK-70 (FERM-P 1560),"DSM 43868, ATCC 21819, FERM P-1560, IFO 14304, IMET 8310, JCM 7348, NBRC 14304, CECT 3296, HUT 6590, IMSNU 20086, KACC 20103, KCTC 1052, NCIMB 12659, NRRL 8178, VKM Ac-1317",1,Micromonospora olivasterospora,GCA_007830265,0
7973,,"DSM 43817, ATCC 15838, CBS 617.66, IFO 14110, JCM 3133, KCC A-0133, NBRC 14110, NRRL 2996, CBS 647.71, IFO 16070, IMSNU 21294, IMSNU 22141, KCTC 1051, MTCC 708, NBRC 16070, NCIMB 12660",1,Micromonospora pallida,GCA_900090325,0
133064,NEAU-JXY5,"DSM 103125, CGMCC 4.7347, JCM 32493",1,Micromonospora parathelypteridis,GCA_014201145,1
23126,NEAU-J5,"DSM 45730, CGMCC 4.7038, KCTC 39763, NBRC 110907, JCM 19683",1,Micromonospora phaseoli,GCA_003253475,0
158771,,"CECT 9369, DSM 105363, SG 15",1,Micromonospora phytophila,GCA_023656545,1
8015,,"DSM 45175, LMG 24546, GUI 15, JCM 17025",1,Micromonospora pisi,GCA_003633685,0
7976,,"DSM 43821, ATCC 27007, CBS 326.71, IFO 13324, IMET 8213, IMRU 3343, JCM 3156, NBRC 13324, NRRL B-16094, CECT 3297, IFM 1279, KCTC 9369, MTCC 331, NCIMB 12661, NRRL B-2101, VKM Ac-937",1,Micromonospora purpureochromogenes,GCA_900091515,0
8033,RtIII47,"DSM 45781, CGMCC 4.5826, NBRC 106684, JCM 19682, BCC 51292",1,Micromonospora qiuiae,GCA_016863555,0
164205,AZ1-13,"JCM 32147, KCTC 39786, NBRC 112324, TISTR 2404",1,Micromonospora radicis,GCA_003583405,1
8017,211018,"DSM 45431, CGMCC 4.5599, NBRC 110451, JCM 17737",1,Micromonospora rhizosphaerae,GCA_900091465,0
8010,AM105,"DSM 44983, CGMCC 4.2495, JCM 15474",1,Micromonospora rifamycinica,GCA_001542325,0
7893,,"DSM 803, ATCC 29337, JCM 3159, NRRL 3718, ATCC 55708, BCRC 12625, HUT 6589, IFM 1288, IFO 13697, IMSNU 21301, IMSNU 22070, KCTC 9553, MTCC 1052, NBRC 13697, NCIMB 12896",1,Micromonospora rosaria,GCA_001567585,0
7995,MK-65,"DSM 43912, ATCC 21826, CIP 108950, DSM 44886, JCM 3310, KCC A-0310, NBRC 101888, NRRL 11334, KACC 20106, KCTC 9215",1,Micromonospora sagamiensis,GCA_007829995,0
23118,SH2-13,"DSM 45794, BCC 45601, NBRC 107934",1,Micromonospora sediminicola,GCA_900089585,0
132026,,"DSM 101760, NRRL B-65345, TMS 7",1,Micromonospora terminaliae,GCA_009671205,1
8008,TVU1,"DSM 45142, JCM 18297, NRRL B-24576",1,Micromonospora tulbaghiae,GCA_900091605,0
132606,,"DSM 101692, CECT 9022, GUI 23",1,Micromonospora ureilytica,GCA_015751765,1
132608,,"DSM 101695, CECT 9019, GUI 63",1,Micromonospora vinacea,GCA_015751785,1
7996,FD 23988,"DSM 43909, ATCC 31146, CIP 108949, JCM 3267, KCC A-0267, NBRC 101887, BCRC 13409",1,Micromonospora viridifaciens,GCA_900091545,0
23120,2602GPT1-05,"DSM 45709, CCTCC AA 2012002, JCM 31038",1,Micromonospora wenchangensis,GCA_002210435,0
131819,DS3186,"DSM 45980, KCTC 29433",1,Micromonospora yasonensis,GCA_026013475,0
170922,HM134,,1,Micromonospora zhangzhouensis,GCA_007833915,1
13414,P101,"DSM 43017, ATCC 15386, CBS 484.63, DSM 43018, DSM 43754, IFO 12207, KCC A-0036, NBRC 12207, NCIB 9602, NRRL B-3044, CCUG 5913, JCM 3036, BCRC 13426, CGMCC 4.1089, CGMCC 4.1324, CGMCC 4.1483, IFM 1235, IMET 9550, KACC 20054, KCTC 9115, KCTC 9150, KCTC 9480, MTCC 320, NBIMCC 3641, NCIMB 9602, VKM Ac-681, VTT E-073030",1,Saccharomonospora viridis,GCA_000023865,0
7500,SSWW-21,"DSM 18319, JCM 30550, KCTC 19185, SSWW 21",1,Microterricola gilva,GCA_004217495,0
16533,T/457,"DSM 43841, ATCC 23058, CBS 623.67, IFO 13915, IMET 9531, JCM 3183, NBRC 13915, RIA 924, BCRC 13405, IMSNU 20091, KCTC 9271, NRRL B-3628, VKM Ac-662",1,Microtetraspora fusca,GCA_001570365,0
16532,Mt-3,"DSM 43174, ATCC 27301, IFO 15239, JCM 3149, KCC A-0149, NBRC 15239, BCRC 12583, CBS 264.72, IMSNU 20093, KCTC 9276",1,Microtetraspora niveoalba,GCA_001570405,0
10626,J81,"DSM 44463, CIP 109234, NRRL B-24424, JCM 13999, BCRC 16840, IFM 10694, NBRC 105863",1,Millisia brevis,GCA_001552615,0
5832,42H12-1,"DSM 45201, CGMCC 4.5581, JCM 18320",1,Modestobacter marinus,GCA_011758655,0
5826,5NBRC 108673,"DSM 45764, KCTC 19887, NBRC 108673, KLBMP 1279",1,Modestobacter roseus,GCA_007994135,0
5831,CP153-2,"DSM 16678, ATCC BAA-1040, CIP 109814, JCM 15578, CGMCC 1.10729",1,Modestobacter versicolor,GCA_003226595,0
12588,XLG910.2,"DSM 15700, CGMCC 1.3458, JCM 14112, NBRC 106321",1,Myceligenerans xiligouense,GCA_003814695,0
7468,CM-10,"DSM 15177, IFO 16278, NBRC 16278, NRRL B-24121, JCM 11654, CGMCC 1.10732, IAM 15091, LMG 22187, MAFF 211326",1,Mycetocola lacteus,GCA_003667575,0
7471,"BRB-1L41, R-20377","DSM 18580, JCM 30549, LMG 22367",1,Mycetocola reblochoni,GCA_003667525,0
7469,CM-01,"DSM 15178, IFO 16274, NBRC 16274, NRRL B-24119, JCM 11655, CGMCC 1.10735, IAM 15092, LMG 22188, MAFF 211324",1,Mycetocola saprophilus,GCA_000718085,0
8446,"CR-270, 14 401 0001","DSM 44177, ATCC 51384, CIP 103465, CCUG 37586, JCM 12273, CECT 3022, KCTC 19711",1,Mycobacterium brumae,GCA_004014795,0
8559,FI-06250,"DSM 45132, CIP 109609, CCUG 55636, JCM 16366",1,Mycobacterium insubricum,GCA_010731615,0
8580,,"DSM 45166, JCM 15038, KUM 060204",1,Mycobacterium kyorinense,GCA_000759695,0
8483,"B9-21-178, T 15752","DSM 44395, CIP 109237, JCM 15658",1,Mycobacterium monacense,GCA_002086655,0
8579,NLA000201958,"DSM 45176, CIP 109808, CCUG 58462",1,Mycobacterium riyadhense,GCA_002101845,0
8553,"ABO-M06, MBS-1, AB0-M06","DSM 45070, CIP 109395, CCUG 55975, CIP 139395, JCM 15660",1,Mycobacterium setense,GCA_000805385,0
8514,47503,"DSM 44635, ATCC 27282, CIP 106807, JCM 6373, NCTC 10821, CCUG 42430",1,Mycobacterium tokaiense,GCA_010725885,0
10096,Mx s8,"DSM 14675, JCM 12634",1,Myxococcus stipitatus,GCA_000331735,1
10174,DLS-10,"DSM 19367, JCM 16024, KCTC 19285, DLS 10, NBRC 106258",1,Nakamurella lactea,GCA_000426645,0
10173,Y-104,"DSM 44233, ATCC 700099, CIP 104796, JCM 9543, CCM 4621, FERM P-14709, NBRC 105858",1,Nakamurella multipartita,GCA_000024365,0
10177,Na e1,"DSM 71, ATCC 25963, NBRC 100083",1,Nannocystis exedens,GCA_900112715,1
10300,Na p29,"DSM 14622, CIP 109121, JCM 12635",1,Nannocystis pusilla,GCA_026626665,1
10312,Na p20,DSM 53165,0,Nannocystis pusilla,GCA_020073745,1
160345,ACPA22,"DSM 106290, VKM Ac-2771",1,Natronoglycomyces albus,GCA_016925535,0
7771,,"DSM 19423, CCTCC AB 207011, JCM 16549, CAAS 252, NBRC 107629",1,Nesterenkonia alba,GCA_000421745,0
7763,EL-30T,"CCUG 47141, JCM 11953, DSM 12544, CIP 107030, IFAM EL-30",1,Nesterenkonia lacusekhoensis,GCA_017876395,0
10731,VA-12,"DSM 44432, ATCC 23824, ATCC BAA-279, IMMIB D-1599, IMMIB N-63, JCM 10984, NBRC 100374, CCUG 45938, CIP 106822, IMMIB D-1592, CGMCC 4.1723, IFM 10029",1,Nocardia abscessus,GCA_000308455,0
10818,GW4-1778,"DSM 45049, CCUG 53410, CIP 109315, JCM 14671, IFM 10820, NBRC 108247",1,Nocardia acidivorans,GCA_001625085,0
10753,SD769,"CCUG 46122, DSM 44491, ATCC BAA-280, CIP 109047, NBRC 100379, NCTC 13181, JCM 11438",1,Nocardia africana,GCA_001612635,0
10627,,"DSM 44684, CCTCC AA 001030, CIP 108434, YIM 30243, JCM 13373, IFM 10588, NBRC 108234",1,Nocardia alba,GCA_001612665,0
10813,,"DSM 44997, CIP 109606, OFN S17, JCM 14670, IFM 10819, NBRC 108246",1,Nocardia altamirensis,GCA_001612685,0
10816,TT 00-78,"DSM 45066, KCTC 19208, NBRC 102102, JCM 14877, IFM 10867",1,Nocardia amamiensis,GCA_001612745,0
10715,W9988,"DSM 45539, CCUG 59655",1,Nocardia amikacinitolerans,GCA_024172045,0
10798,,"DSM 44821, IFM 0323, JCM 12396, NBRC 100462, CIP 108869",1,Nocardia anaemiae,GCA_001612725,0
10789,,"DSM 44805, CIP 109046, IFM 0372, JCM 12352, NBRC 100429",1,Nocardia aobensis,GCA_000308375,0
10786,,"DSM 44729, IFM 0575, JCM 12118, NBRC 100135, CIP 108631",1,Nocardia araoensis,GCA_000308435,0
10779,,"DSM 44731, CIP 108682, IFM 10035, JCM 12120, NBRC 100137",1,Nocardia arthritidis,GCA_001612765,0
10775,,"DSM 44668, JCM 11892, NBRC 100129, CCUG 48826, IFM 0245, CIP 108374",1,Nocardia asiatica,GCA_000308415,0
10768,"02, O2 (AS 4.1521)","CCUG 46096, DSM 44636, AS 4.1521, CIP 107257, IFO 16342, JCM 10666, NBRC 16342, CGMCC 4.1521, IFM 10174, KCTC 19931, NCIMB 13870",1,Nocardia beijingensis,GCA_001612785,1
160092,NEAU-351,"DSM 110681, CCTCC AA 2019090",1,Nocardia bovistercoris,GCA_015674855,0
10650,"381, 631, GA 876, 0236, 845, Jr 381, 337","DSM 43758, ATCC 19296, CBS 330.54, IFO 14402, IMRU 845, JCM 3374, NBRC 14402, NCTC 11294, CCT 3439, CCUG 10074, CCUG 10098, CECT 3052, CIP 104502, IFM 0236, IMSNU 21222, IMSNU 21223, NCIMB 12083, VKM Ac-863",1,Nocardia brasiliensis,GCA_000308475,0
10654,0029,"DSM 43024, ATCC 15333, IFO 12119, IMRU 1086, KCC A-0029, NBRC 12119, RIA 709, CCUG 46115, JCM 3029, BCRC 13389, CGMCC 4.1163, CIP 104508, IFM 0283, IMET 9542, IMSNU 20103, IMSNU 21207, KCCM 12521, KCTC 9370, NRRL B-2896, VKM Ac-936, IMRU 1086W",1,Nocardia brevicatena,GCA_000308495,0
10788,F829,"DSM 44831, AS 4.1728, IFM 10344, JCM 11508, BCRC 16365, CGMCC 4.1728, CIP 108001, NBRC 108228, CIP 108101",1,Nocardia caishijiensis,GCA_001612825,0
10762,"N1301, Y9","DSM 44546, CIP 108826, CCT 5601, JCM 12209, BCRC 16366, IFM 10366, NBRC 101014",1,Nocardia cerradoensis,GCA_000308535,0
10799,,"DSM 44804, CIP 108975, IFM 0354, JCM 12351, NBRC 100430, CCUG 52242",1,Nocardia concava,GCA_000308815,0
10809,,"DSM 44960, CIP 108996, OFN N12, JCM 15318, IFM 10920, NBRC 108252",1,Nocardia coubleae,GCA_001612805,0
10765,NB4H,"DSM 44597, ATCC 700418, JCM 10500, CCUG 46826, CIP 105895, IFM 10173, NBRC 100342",1,Nocardia crassostreae,GCA_001613405,0
132521,"Stamm 1, X1654","DSM 46814, CECT 8839",1,Nocardia donostiensis,GCA_002081715,0
10795,,"DSM 44890, CCUG 50200, CIP 108553, IMMIB N-402, JCM 13394, JCM 13374, IFM 10589, NBRC 108235",1,Nocardia elegans,GCA_001612845,0
10806,,"DSM 44883, IFM 0803, JCM 12667, NBRC 100660, CIP 109337",1,Nocardia exalbida,GCA_000308575,0
10751,S1,"DSM 44489, CIP 107226, JCM 11440, NBRC 100377, NCIMB 13759, CCUG 46120, CCUG 46296, IFM 10318",1,Nocardia fluminea,GCA_002846365,0
23157,GW5-5797,"DSM 45869, CCUG 60970, CIP 110294, JCM 19117, NBRC 108939",1,Nocardia grenadensis,GCA_001613445,0
10817,WS-26,"DSM 45095, KCCM 42317, NRRL B-24459, JCM 14548, NBRC 108248",1,Nocardia harenae,GCA_001612885,0
10778,,"DSM 44732, CIP 108597, IFM 10084, JCM 12121, NBRC 100133",1,Nocardia higoensis,GCA_000308595,0
