ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Cell width
133579,A1-9,"CGMCC 1.7029, NBRC 104254, DSM 108272",1,Gemmobacter aquaticus,GCA_007859075,0.55
134036,Orc-4,"BCRC 80378, LMG 26667, KCTC 23714",1,Gemmobacter lanyuensis,GCA_014652355,0.45
164373,YJ-T1-11,"JCM 32828, KCTC 62715",1,Gemmobacter lutimaris,GCA_003570715,0.70
133682,Y12,"CCTCC AB 2010218, KCTC 23298",1,Gemmobacter nanjingensis,GCA_014652195,0.55
13655,,"DSM 15620, JCM 11959, NBRC 100046, AST 4, CGMCC 1.8899, CGMCC 1.8904",1,Gemmobacter nectariphilus,GCA_000429765,0.7
141098,CAM-8,"KACC 19224, JCM 31905",1,Gemmobacter straminiformis,GCA_014243445,0.70
133896,Ruye-53,"BCRC 80261, KCTC 23310",1,Gemmobacter tilapiae,GCA_014652215,0.4
130339,Red1,"DSM 29995, DSM 23483, JCM 15104, JCM 30610, DSM 28483, KCTC 5626",1,Geoalkalibacter subterraneus,GCA_000827125,0.55
1450,N-3,DSM 15325,1,Geobacillus lituanicus,GCA_002243605,1.25
166233,1017,"VKM B-3132, KCTC 33986",1,Geobacillus proteiniphilus,GCA_001908025,0.55
1419,"R-35646, 26","DSM 22, ATCC 12980, CCM 2062, CCUG 26241, IAM 11062, LMG 6939, NBRC 12550, NCIMB 8923, NCTC 10339, VKM B-2231, IFO 12550, NCA 26, JCM 2501, BCRC 11092, CIP 66.23, KCTC 1665, KCTC 1752, NCFB 1768, NRRL B-1172, VKM B-510, VTT E-81128, UCCCB118, NCDO 1768",1,Geobacillus stearothermophilus,GCA_001277805,0.80
159838,AYN2,"MTCC 12749, KCTC 33950, JCM 32596, MTCC 12769",1,Parageobacillus yumthangensis,GCA_002494375,0.50
134307,Rf4,"ATCC BAA-1134, JCM 13001",1,Geotalea uraniireducens,GCA_000016745,0.55
133723,JAM-BA0501,"JCM 15548, NCIMB 14482",1,Geofilum rubicundum,GCA_000974365,0.3
18133,BH1,"DSM 21769, JCM 15647",1,Geomicrobium halophilum,GCA_014207655,0.6
23031,OSK6,"DSM 24905, JCM 17780",1,Geomobilimonas luticola,GCA_018476905,0.3
1773,,"DSM 17458, CCTCC AB 204065, KCTC 19029, NBRC 103883, YIM 004, JCM 15130",1,Georgenia ruanii,GCA_009193175,0.65
23795,"JC82, 5NBRC 107612","DSM 27632, KCTC 19802, NBRC 107612",1,Georgenia satyanarayanai,GCA_009193135,0.55
1776,CC-NMPT-T3,"DSM 21838, CCM 7658, NBRC 107791, CCUG 57735, JCM 17968",1,Georgenia soli,GCA_002563695,1.25
1774,TT 02-04,"DSM 21501, NBRC 104148",1,Georgenia thermotolerans,GCA_009193185,0.6
167839,"WS11, WS 11","MCCC 1K03498, KCTC 62439",1,Georhizobium profundi,GCA_003952725,0.95
2867,VNs68,"DSM 17957, JCM 14037, CIP 109751",1,Geosporobacter subterraneus,GCA_900142145,0.5
5807,FRC-32,"DSM 22248, JCM 15807",1,Geotalea daltonii,GCA_000022265,0.4
5806,TMJ1,"DSM 19350, JCM 15764",1,Geotalea toluenoxydans,GCA_001311985,0.4
132150,wkB1,"DSM 104097, ATCC BAA-2448, NCIMB 14804",1,Gilliamella apicola,GCA_000599985,0.5
134128,IC154,"ACAM 1061, CIP 108528, KCTC 62006",1,Gillisia hiemivivida,GCA_007997295,0.5
5600,R-8282,"DSM 15749, LMG 21470, CIP 108418",1,Gillisia limnaea,GCA_000243235,0.7
133955,CBA3202,"KACC 16693, KCTC 32030, JCM 18402",1,Gillisia marina,GCA_000258765,0.5
134214,Mok-1-36,"NBRC 101626, CIP 109286",1,Gilvibacter sediminis,GCA_028561565,0.60
17899,,"DSM 19667, CGMCC 1.7008, QM 42",1,Gilvimarinus chinensis,GCA_000377745,0.65
160642,"Pan241weiss, Pan241w","DSM 100744, LMG 31345, CECT 9841, VKM B-3430",1,Gimesia alba,GCA_007744675,0.70
166414,Pan161,"CECT 30192, STH 00943, LMG 29130",1,Gimesia algae,GCA_007746795,0.70
160299,V144,"DSM 101710, VKM B-3433",1,Gimesia aquarii,GCA_007748195,1.00
160477,"Enrichment17, Enr17","DSM 100710, VKM B-3429",1,Gimesia fumaroli,GCA_007754425,1.30
160662,"Enrichment 10, Enr10","DSM 100416, LMG 29082",1,Gimesia panareensis,GCA_007748155,0.80
451,"ICO29, C12ST5","DSM 14239, ACAM 615, CIP 105819",1,Glaciecola pallidula,GCA_000315035,0.30
7505,,"DSM 21135, NBRC 104264, AHU 1791",1,Glaciibacter superstes,GCA_000421145,0.40
166145,RP-3-7,"KEMB 9005-731, KACC 21151, NBRC 113769",1,Glaciihabitans arcticus,GCA_004310685,0.35
164247,GS1,"JCM 32375, BCRC 81091",1,Glaciimonas soli,GCA_009497155,0.75
134017,T6203-4-1a,"JCM 19092, NCIMB 14860, LMG 27801",1,Gluconacetobacter aggeris,GCA_014174395,0.75
133744,K8617-1- 1b,"JCM 17772, NCIMB 14759, BCRC 80741, LMG 27724",1,Gluconacetobacter asukensis,GCA_014174375,0.85
134019,T61213-20-1a,"JCM 19094, NCIMB 14859, LMG 27800",1,Gluconacetobacter takamatsuzukensis,GCA_014174275,0.75
133743,K5929-2-1b,"JCM 17774, NCIMB 14760, BCRC 80742, LMG 27725",1,Gluconacetobacter tumulicola,GCA_014174215,0.75
134018,T611xx-1-4a,"JCM 19097, NCIMB 14861, LMG 27802",1,Gluconacetobacter tumulisoli,GCA_014174155,0.75
134355,,"BCC 14458, NBRC 3271",1,Gluconobacter japonicus,GCA_002723975,0.90
164440,ZYF765,"JCM 33028, MCCC 1K03554",1,Glycocaulis profundi,GCA_007050995,0.25
13508,,"DSM 43935, CIP 109303, INA 3564, JCM 9110, NBRC 14988, NRRL B-24058, VKM Ac-1083, CGMCC 4.1709, IFO 14988, IMSNU 20127, KCTC 9390",1,Goodfellowiella coeruleoviolacea,GCA_000715825,0.5
10613,,"DSM 44811, IFM 10211, JCM 12131, NBRC 100433, CCUG 53883, CIP 109346",1,Gordonia araii,GCA_000241265,0.40
10611,,"CCUG 53882, CIP 109345, DSM 44810, IFM 10200, JCM 12130, NBRC 100432",1,Gordonia effusa,GCA_000241305,0.45
10622,CC-12301,"DSM 45298, CCM 7727, CCUG 58853, JCM 17969, CIP 110237",1,Gordonia humi,GCA_014197435,1.25
10623,AD-6,"DSM 45646, CCTCC AB 209144, JCM 31031, NRRL B-59395",1,Gordonia neofelifaecis,GCA_000192435,0.45
166494,RS15-1S,"TBRC 8485, NBRC 113446",1,Gordonia oryzae,GCA_003797185,0.75
10610,,"DSM 44809, IFM 10032, JCM 12355, NBRC 100426, CCUG 52243, CIP 109016",1,Gordonia otitidis,GCA_000248075,0.70
141149,QH-11,"CICC 24107, KCTC 39933, DSM 108671",1,Gordonia phthalatica,GCA_001305675,0.40
166495,,"TBRC 7109, NBRC 113236, AMA 120",1,Gordonia sediminis,GCA_004193205,0.95
3075,7-10-1-b,"DSM 19378, CCUG 55131, KCTC 15161, JCM 16334",1,Gordonibacter pamelaeae,GCA_000210055,0.55
1256,B1761,"DSM 18845, CIP 107105, JCM 12212, KCTC 3846, LMG 18422",1,Gottfriedia luciferensis,GCA_002156865,0.60
158259,NEAU-cbsb5,"DSM 100485, CGMCC 1.14993",1,Gottfriedia solisilvae,GCA_002128405,0.60
2537,9a,"DSM 604, ATCC 7906, IMG 1642, KCTC 5404",1,Gottschalkia acidurici,GCA_000299355,0.60
2650,,"DSM 1384, ATCC 33906, WA 1",1,Clostridium purinilyticum,GCA_001190785,1.35
1461,T-16x,"DSM 17256, ATCC BAA-1190, CIP 109592, IAM 15263, JCM 21714",1,Gracilibacillus boraciitolerans,GCA_000521485,0.60
1463,YIM-C55.5,"DSM 17856, CGMCC 1.6303",1,Gracilibacillus halophilus,GCA_000359605,0.40
1460,NN,"DSM 11805, JCM 10718, ATCC 700849",1,Gracilibacillus halotolerans,GCA_014206945,0.50
1468,K170,"DSM 23178, CGMCC 1.10681",1,Gracilibacillus kekensis,GCA_900143085,0.62
1464,BH312,"DSM 19029, KCTC 13129",1,Gracilibacillus lacisalsi,GCA_000377765,0.60
1465,,"DSM 19802, CCTCC AA 208015, YIM 91119",1,Gracilibacillus saliphilus,GCA_010994085,0.80
1466,TP2-8,"DSM 23862, JCM 15569, PCU 304, TISTR 1881, CGMCC 1.10450",1,Gracilibacillus thailandensis,GCA_009659515,0.35
1467,MF38,"DSM 23863, CGMCC 1.7727, JCM 15711",1,Gracilibacillus ureilyticus,GCA_900111195,0.85
158807,LA399,"CGMCC 1.16248, KCTC 52885",1,Gracilimonas amylolytica,GCA_002911695,0.45
24739,,"DSM 21985, ACCC 10717, YIM J14",1,Gracilimonas mengyeensis,GCA_900182705,0.4
17764,CL-CB462,"DSM 19535, KCCM 90063",1,Gracilimonas tropica,GCA_000375425,0.25
14324,H1,"DSM 7334, ATCC 51460",1,Gracilinema caldarium,GCA_000219725,0.25
133966,BS12,"KACC 16188, JCM 17790",1,Christiangramia aestuarii,GCA_009735585,0.6
24046,KT0803,"DSM 17595, CGMCC 1.15422",1,Christiangramia forsetii,GCA_000060345,0.70
159710,LPB0144,"KACC 18894, JCM 31560",1,Christiangramia salexigens,GCA_001889005,0.50
138,TPB6028,"DSM 22516, LMG 25274, VKM B-2571",1,Granulicella aggregans,GCA_025685565,1.15
22898,MP5ACTX2,"DSM 23128, ATCC BAA-1858",1,Granulicella arctica,GCA_025685605,0.5
22899,MP5ACTX8,"DSM 23137, ATCC BAA-1857",1,Granulicella mallensis,GCA_000178955,0.60
139,OB1010,"DSM 22464, LMG 25275",1,Granulicella paludicola,GCA_025685545,0.50
137,TPB6011,"DSM 21001, VKM B-2509",1,Granulicella pectinivorans,GCA_900114625,0.90
136,"T4, TPO-1014","DSM 18704, ATCC BAA-1396, TPO 1014",1,Granulicella rosea,GCA_900188085,0.75
158483,AF10,"DSM 104461, VKM B-3276",1,Granulicella sibirica,GCA_004115155,0.40
22901,MP5ACTX9,"DSM 23138, ATCC BAA-1859",1,Granulicella tundricola,GCA_000178975,0.5
12620,PG-02,"DSM 17626, ATCC BAA-1292, CIP 109593, JCM 15570, NBRC 107789",1,Granulicoccus phenolivorans,GCA_000423085,0.85
140804,96-237,"CECT 9029, KCTC 42960, LMG 29238",1,Grimontia celeris,GCA_900055185,0.60
7515,,"DSM 22003, JCM 14773, KCTC 13163, DCY 26",1,Gryllotalpicola ginsengisoli,GCA_000419445,0.45
168512,2DFW10M-5,"NBRC 113049, KACC 19316",1,Gryllotalpicola protaetiae,GCA_003627055,0.55
10518,HT27,"DSM 17901, JCM 15969",1,Gulbenkiania indica,GCA_001418035,1.1
7478,S7-7,"CCUG 50209, DSM 17450, IAM 14848, TISTR 1511, JCM 12920, CIP 108567, NBRC 103089",1,Gulosibacter bifidus,GCA_001570925,0.35
7330,,"DSM 26462, CAU 9625, CCUG 60841, KCTC 13959",1,Gulosibacter chungangensis,GCA_008831155,0.40
7329,ON4,"DSM 13485, CCUG 49965, LMG 21909, JCM 13320, CIP 108515, IAM 15172, NCIMB 14246",1,Gulosibacter molinativorax,GCA_000425685,0.55
6092,R3,"DSM 7121, ATCC 51453",1,Guyparkeria hydrothermalis,GCA_023555375,0.5
140661,YC6258,"NBRC 109345, KCCM 43015",1,Gynuella sunshinyii,GCA_000940805,1.65
166445,,"CGMCC 1.15525, NBRC 112424, HBUM 179779",1,Gynurincola endophyticus,GCA_003991195,0.30
5851,FR1050,"DSM 17046, JCM 12486, KCTC 12277, CIP 108747, IMSNU 60136",1,Hahella ganghwensis,GCA_000376785,0.45
5972,D43,"DSM 19505, JCM 15962, KCTC 4055",1,Haladaptatus cibarius,GCA_000710615,1
133566,ROI-28,"CGMCC 1.7737, JCM 15771",1,Haladaptatus litoreus,GCA_900156425,1.25
163852,AArc-Sl,"JCM 30664, UNIQEM U999",1,Halalkaliarchaeum desulfuricum,GCA_002952775,0.55
1516,BH2,"DSM 18494, JCM 14192, BCRC 80128, CIP 109651",1,Halalkalibacillus halophilus,GCA_000423105,0.4
1261,1139,"DSM 21942, ATCC 43226, CIP 109018, JCM 9157",1,Halalkalibacter akibai,GCA_000513135,0.7
1241,C-11,"DSM 16731, JCM 9152, CIP 109021, FERM 3071",1,Halalkalibacter hemicellulosilyticus,GCA_000513115,0.4
23707,NH3,"DSM 27953, CGMCC 1.10116, JCM 16507",1,Halalkalibacter nanhaiisediminis,GCA_007830185,0.6
1262,Kh10-101,"DSM 23308, CIP 109247, JCM 13040, ATCC BAA-1137",1,Halalkalibacter okhensis,GCA_000787375,0.70
158505,FJAT-45385,"DSM 104651, CCTCC AB 2016263",1,Halalkalibacter urbisdiaboli,GCA_002156385,0.80
1240,N-1,"DSM 2521, ATCC 21832, FERM P-1138, JCM 9140, CIP 109022, FERM 1138",1,Halalkalibacter wakoensis,GCA_000513095,0.65
140834,HSR2,"JCM 30661, UNIQEM U935",1,Halanaeroarchaeum sulfurireducens,GCA_001011115,1.00
5982,CEJFG43,"DSM 23230, JCM 16696",1,Halanaerobacter jeridensis,GCA_016908315,1.2
5977,MH1-52-1,"DSM 22442, CECT 7534, JCM 16109",1,Halarchaeum acidiphilum,GCA_000400975,2
24088,MH1-16-3,"DSM 22443, CECT 7535, JCM 16108",1,Halarchaeum rubridurum,GCA_014647115,1.5
168511,LZ-16-2,"KCTC 62344, CCTCC AB 2017229",1,Haliea alexandrii,GCA_003719295,0.90
495,3x/A02/235,"DSM 19537, CECT 7478, CIP 109602, MOLA 286, OOB 286",1,Haliea salexigens,GCA_000423125,0.5
23576,S1-36,"DSM 27941, KCTC 23429, NBRC 107739",1,Halioglobus japonicus,GCA_001983995,0.4
158634,HF004,"KCTC 42395, MCCC 1H00127",1,Pseudohalioglobus lutimaris,GCA_002866825,0.45
23577,S1-72,"DSM 27932, KCTC 23430, NBRC 107742",1,Halioglobus pacificus,GCA_014652275,0.4
166510,U0301,"CTC 62082, MCCC 1H00234",1,Seongchinamella sediminis,GCA_003457605,0.50
12544,"94067913, W3326","JCM 51224, DSM 17361, CCUG 51224, JCM 13869",1,Prevotella bergensis,GCA_000160535,0.75
132987,A1336,"DSM 100333, CCOS 902, CCUG 67421, KCTC 15694",1,Prevotella colorans,GCA_003096815,0.50
12543,PPPA20,"DSM 17128, JCM 12954, CCUG 58057, KCTC 15700",1,Prevotella multisaccharivorax,GCA_000218235,0.8
11262,,"DSM 45015, CCTCC AA 206008, JCM 16004, YIM 90648",1,Haloactinospora alba,GCA_006717075,0.50
133728,EB21,"IBRC-M 10013, KCTC 4048",1,Haloarchaeobius iranensis,GCA_900103505,1.75
133624,HST01-2R,"BCC 40029, JCM 15759, PCU 313",1,Haloarcula salaria,GCA_014647095,0.7
1347,AD-6,"DSM 18198, CGMCC 1.3703, CIP 109013, JCM 12771",1,Halobacillus aidingensis,GCA_900104185,0.90
130201,NEAU-ST10-40,"DSM 25866, CGMCC 1.12153",1,Halobacillus andaensis,GCA_014636475,0.70
1348,D-8,"DSM 18199, CGMCC 1.3704, JCM 12772, CIP 109012",1,Halobacillus dabanensis,GCA_900114165,0.75
1352,IGA7-4,"DSM 21559, IAM 15427, KCTC 13121, MBIC 08268, JCM 23212, NBRC 103569",1,Halobacillus faecis,GCA_007991335,1.70
1344,"X78, MA-2, MA-2T","DSM 14948, CIP 108359, LMG 21515",1,Halobacillus karajensis,GCA_900108515,0.85
1349,"JS-Hb7, IS-Hb7","DSM 18393, JCM 14155, CIP 109650",1,Halobacillus kuroshimensis,GCA_000425705,0.75
1343,SL-4,"DSM 10405, CIP 104798",1,Halobacillus litoralis,GCA_009856445,0.90
1351,"HSL-3, SL-3","DSM 18897, CIP 108052, JCM 11546, KCCM 41590, CGMCC 1.3705, KCTC 3842",1,Halobacillus salinus,GCA_004684905,0.90
1346,MSS-402,"DSM 17110, KCTC 3957, JCM 12929",1,Halobacillus yeomjeoni,GCA_015905325,0.50
164426,BL9,"JCM 32962, MCCC 1K03527",1,Halobacteriovorax vibrionivorans,GCA_003346865,0.3
141038,ZS-54-S2,"CGMCC 1.12562, JCM 30038",1,Halobacterium litoreum,GCA_021233415,0.45
133787,MGY-184,"JCM 17821, KCTC 4100, NBRC 109044",1,Halobaculum magnesiiphilum,GCA_019823105,0.4
133385,D90,"CGMCC 1.15501, JCM 31273",1,Halobaculum roseum,GCA_019880245,0.35
166103,ZY21,"CGMCC 1.16343, NBRC 113439",1,Halobellus captivus,GCA_007655485,0.70
2441,JA134,"DSM 18859, ATCC BAA-1363, JCM 14151, CIP 109733",1,Halochromatium roseum,GCA_016653315,2.5
134189,100A6,"JCM 12892, ACM 5227, CIP 109336",1,Halococcus hamelinensis,GCA_000259215,1.00
4161,,"DSM 17919, ATCC 29578, NCIMB 9335, Sylt 3",1,Halodesulfovibrio aestuarii,GCA_000384815,0.65
4153,"NMRC 101113, C/L 2","DSM 17456, JCM 14577, NBRC 101113",1,Halodesulfovibrio marinisediminis,GCA_900129975,0.40
133061,JC271,"DSM 100016, KCTC 15474",1,Halodesulfovibrio spirochaetisodalis,GCA_001672295,0.80
24077,ZJ206,"DSM 27190, CGMCC 1.5347, JCM 13917",1,Haloferax larsenii,GCA_000336955,1.15
134080,06SJR1-1,"MBIC 08340, KCTC 22201",1,Haloferula rosea,GCA_016595525,0.90
133412,XJ16,"KCTC 42259, MCCC 1H00120, CICC 23817",1,Halofilum ochraceum,GCA_001614315,0.50
134312,BZ256,"KCTC 4017, JCM 14848",1,Halogeometricum pallidum,GCA_000337095,0.9
133561,RO2-11,"CGMCC 1.7738, JCM 15772",1,Halogranum rubrum,GCA_900114455,1.5
134325,H-5,"CGMCC AS1.6843, NBRC 103919",1,Halolactibacillus alkaliphilus,GCA_007991355,0.70
1357,M2-2,"DSM 17073, IAM 15242, NBRC 100868, NRIC 0628, JCM 21694",1,Halolactibacillus halophilus,GCA_007990285,0.75
1358,M23-1,"DSM 17074, IAM 15247, NBRC 100873, NRIC 0633",1,Halolactibacillus miurensis,GCA_007990305,0.75
5875,AL-5,"DSM 19301, CECT 7257",1,Halomicrobium mukohataei,GCA_000379085,2.02
167389,"H22, NRRC 113 231","CGMCC 1.16291, NBRC 113231",1,Halomicrococcus hydrotolerans,GCA_003298465,1.00
158746,Hb3,"KCTC 52253, JCM 31415",1,Halomonas aestuarii,GCA_001886615,1.60
6056,LC6,"DSM 19434, CCUG 54844, LMG 24243",1,Halomonas andesensis,GCA_003989795,1.3
6043,FP35,DSM 16096,1,Halomonas anticariensis,GCA_000409775,0.86
6058,,"DSM 23549, CGMCC 1.6494, JCM 14607, LMG 23978, AJ 282, CIP 109669",1,Halomonas arcis,GCA_900103865,0.75
6040,"1723a, Althf1","DSM 15723, ATCC BAA-802, CECT 5812, KCTC 22194, CCM 7103, CIP 108042",1,Halomonas aquamarina,GCA_007163885,1
6036,LC1,"DSM 15516, ATCC BAA-759, CIP 108425",1,Halomonas boliviensis,GCA_000236035,0.5
6069,,"DSM 23509, CGMCC 1.6773, JCM 14802, AJ 261",1,Halomonas caseinilytica,GCA_001662305,0.5
6067,SP4,"DSM 23438, CECT 7282, LMG 24145",1,Halomonas cerina,GCA_014192215,0.8
134359,DQD2-30,"CGMCC 1.6443, LMG 23896",1,Halomonas desiderata,GCA_900108215,0.75
6049,M29,"DSM 18045, CIP 109894, KCTC 12665",1,Halomonas denitrificans,GCA_003056305,0.70
158800,MC28,"KCTC 52999, MCCC 1K03343",1,Halomonas endophytica,GCA_002879615,0.65
133446,5CR,"CECT 7341, LMG 24455",1,Halomonas fontilapidosi,GCA_014192285,0.96
6054,SL014B-69,"DSM 23417, CGMCC 1.6133, LMG 23610",1,Halomonas gudaonensis,GCA_900100195,0.35
6073,W1025,"DSM 21196, KCTC 22154",1,Halomonas hamiltonii,GCA_014651775,0.95
6041,"1878c, Slthf2","DSM 15725, ATCC BAA-800, CECT 5814, CIP 108044",1,Halomonas venusta,GCA_011399095,1.5
6063,Sp8,"DSM 19980, CCM 7522, CECT 7331",1,Halomonas ilicicola,GCA_900128925,0.55
6074,T68687,"DSM 21197, KCTC 22157",1,Halomonas hamiltonii,GCA_014651795,0.8
6060,XK1,"DSM 19633, CGMCC 1.6981",1,Halomonas korlensis,GCA_900116705,0.90
6070,,"DSM 23508, CCTCC AB 206093, KCTC 12847, YIM 91125",1,Halomonas lutea,GCA_000378505,0.55
133225,Q1U,"CGMCC 1.15122, KCTC 42517",1,Halomonas lutescens,GCA_014640815,0.25
166357,204,"MCCC 1H00366, KCTC 62957",1,Halomonas marinisediminis,GCA_004347715,0.90
6038,"A1, BAA-805, Eplume 1","DSM 15720, CIP 108039, ATCC BAA-805, CECT 5815, CCM 7107",1,Halomonas neptunia,GCA_019903445,1
6068,11S,"DSM 23437, CECT 7281, LMG 24185",1,Halomonas nitroreducens,GCA_003966155,0.45
6044,G-16.1,"DSM 16226, CCM 7142, CECT 5995, CIP 108269",1,Halomonas organivorans,GCA_014192055,1.1
6057,,"DSM 23548, CGMCC 1.6493, JCM 14606, LMG 23976, AJ 275, CIP 109670",1,Halomonas saccharevitans,GCA_900116405,1
158650,LCB169,"CGMCC 1.15818, KCTC 52618",1,Halomonas saliphila,GCA_002930105,0.40
166135,,"MTCC 12313, LMG 30344, SBS 10",1,Halomonas sambharensis,GCA_003973725,0.35
6055,SL014B-85,"DSM 23416, CGMCC 1.6444, LMG 23897",1,Halomonas shengliensis,GCA_900104135,0.70
23064,AAD6,"DSM 21644, JCM 15723",1,Halomonas smyrnensis,GCA_000265245,1
6075,S18214,"DSM 21198, KCTC 22148",1,Halomonas stevensii,GCA_000275725,1
6059,ZG16,"DSM 23550, CGMCC 1.6495, JCM 14608, LMG 23977, CIP 109673",1,Halomonas subterranea,GCA_900111305,0.75
6045,"BH539, 29.101","DSM 16463, CIP 109003, KCTC 12284",1,Halomonas taeanensis,GCA_900100755,0.8
6076,BH1,"DSM 22872, ATCC BAA-1257, CECT 7585, JCM 16411, LMG 25388",1,Halomonas titanicae,GCA_000336575,0.65
140845,BZ-SZ-XY27,"JCM 30202, CGMCC 1.12917, DSM 29014",1,Halomonas urumqiensis,GCA_002879635,1
6042,Al12,"DSM 15911, CECT 5797, CIP 108433",1,Halomonas ventosae,GCA_004363555,0.75
133645,A-1,"CGMCC 1.6848, JCM 14849",1,Halomonas xianhensis,GCA_900113605,0.55
6072,,"DSM 21076, CCTCC AB 208031, KCTC 22279, JSM 078169",1,Halomonas zhanjiangensis,GCA_000377665,1.05
134028,B6,"CGMCC 1.12450, JCM 18472",1,Halomonas zincidurans,GCA_000731955,0.4
166473,F13-13,"CECT 9386, IBRC-M 11204",1,Halonotius aquaticus,GCA_003605575,0.5
5975,"1.15.5, CSW1.15.5","DSM 18729, CECT 7525, JCM 14355",1,Halonotius pteroides,GCA_003605635,1.1
140835,,"CGMCC 1.14998, JCM 30891, Dys DYS4",1,Haloparvum sedimenti,GCA_001462205,0.35
133781,DC30,"IBRC 10041, KCTC 4046",1,Halopenitus persicus,GCA_900107205,1
5974,"56, 98-618","DSM 13151, JCM 11628",1,Halopiger aswanensis,GCA_003610195,0.75
158747,SP28,"JCM 31424, KCCM 43210",1,Haloplanus salinarum,GCA_024498175,1.45
168456,"S-­6-2, S-6-2","KCTC 52539, CGMCC 1.15798",1,Halopseudomonas phragmitis,GCA_002056295,0.40
5882,SARL4B,"DSM 18392, JCM 14471",1,Halorhabdus tiamatea,GCA_000215915,0.75
166246,F13-25,"CECT 9384, IBRC-M 11176",1,Halorientalis pallida,GCA_004118325,0.5
158600,SAH-A6,"KCCM 43215, JCM 31519",1,Halorubrum aethiopicum,GCA_001542905,0.50
5952,31-hong,"DSM 23496, CGMCC 1.2670, JCM 13560, KCTC 4073",1,Halorubrum aidingense,GCA_000336995,0.95
5953,SF3-213,"DSM 19288, CECT 7256, JCM 14715",1,Halorubrum californiense,GCA_000336875,0.5
5947,"5'1, 5.1","DSM 17463, CECT 7099",1,Halorubrum ezzemoulense,GCA_000421805,0.6
23052,BG-1,"DSM 19804, JCM 14978, CECT 7322, CGMCC 1.7018, KCTC 4068",1,Halorubrum kocurii,GCA_000337355,1.00
5951,9-3,"DSM 21995, CGMCC 1.5332, JCM 13559, KCTC 4069",1,Halorubrum lipolyticum,GCA_000337375,1.05
163753,ZS-3,"JCM 30239, CGMCC 1.12866",1,Halorussus halophilus,GCA_008831545,0.90
5852,,"DSM 15505, UNIQEM U233, HGD 1-3",1,Halospina denitrificans,GCA_004364635,0.85
5970,194-10,"DSM 22427, JCM 16110, CECT 7536",1,Halostagnicola kamekurae,GCA_900116205,0.90
5969,XH-48,"DSM 17691, CECT 7116, CGMCC 1.5338, JCM 13463",1,Halostagnicola larsenii,GCA_000517625,0.75
163855,LT12,"JCM 30667, CGMCC 1.14941",1,Halostella limicola,GCA_003675875,0.90
141067,CBA1114,"JCM 30111, KCTC 4206",1,Halostella salina,GCA_003675855,1.05
133550,JX313,"CGMCC 1.8909, NBRC 105739, JCM 18238",1,Natronorubrum daqingense,GCA_001971705,1.05
134201,AX-7,"CGMCC 1.5333, JCM 13563",1,Natrinema limicola,GCA_000337475,0.70
134202,ABH32,"CGMCC 1.5334, JCM 13562",1,Natrinema longum,GCA_017352095,0.55
5887,XH-65,"DSM 18196, CGMCC 1.6203, JCM 13891",1,Haloterrigena salina,GCA_000337495,1.40
6089,"c2, ParkerX, X, X (X44)","DSM 15147, NCIMB 8539, CIP 104769, ATCC 23641",1,Halothiobacillus neapolitanus,GCA_000024765,0.40
134166,EJ-46,"CGMCC 1.4248, CECT 7098, JCM 14624",1,Halovivax asiaticus,GCA_000337515,0.45
166127,W1-2-3,"KACC 18307, LMG 28594",1,Hankyongella ginsenosidimutans,GCA_005144965,1.50
24180,PG04,"DSM 25481, ACCC 05759",1,Hansschlegelia beijingensis,GCA_014196425,0.7
7229,S 113,"DSM 18984, CCTCC AB 206143, KCTC 12880",1,Hansschlegelia zhihuaiae,GCA_004103825,0.75
133200,LIP-5,"CCTCC AB 2015365, KCTC 42956",1,Haoranjiania flava,GCA_025631005,0.45
2601,"Weinberg, LRA 050 07 85","DSM 2158, ATCC 19401, BCRC 10644, CCUG 4854, CIP 103713, CN 1693, JCM 1403, NCIMB 503, NCTC 503, CECT 4109, KCTC 5010",1,Hathewaya histolytica,GCA_901482605,0.70
2648,CG,"DSM 3090, ATCC 49002",1,Hathewaya proteolytica,GCA_900142225,0.5
3920,6401990,"DSM 23040, CCUG 53859, CIP 109418, CSUR P17, JCM 30721",1,Helcobacillus massiliensis,GCA_014191425,0.85
6110,ASB3,DSM 23983,0,Helicobacter heilmannii,GCA_001283005,0.65
6109,HS1,"DSM 19735, LMG 23995",1,Helicobacter suis,GCA_000187625,1.05
6220,26III/A02/215,"DSM 19091, CIP 109500, OOB 269",1,Hellea balneolensis,GCA_000428525,0.38
140993,,"LMG 29152, CCUG 67844, MCS 27",1,Henriciella algicola,GCA_003576245,0.4
133491,P38,"CCTCC AB 208227, LMG 24711, MCCC 1A01086",1,Henriciella aquimarina,GCA_002088975,0.85
140992,,"LMG 28705, CCUG 66934, MCS 23",1,Henriciella barbarensis,GCA_003576345,0.3
6222,SD10,"DSM 22014, KACC 13700",1,Henriciella litoralis,GCA_002088935,0.5
140997,LA220,"CGMCC 1.15928, KCTC 52577",1,Henriciella pelagia,GCA_002088945,0.65
166333,"AB 2018017, WT00C",KCTC 62527,1,Herbaspirillum camelliae,GCA_001929405,0.60
11366,CPW301,"DSM 17796, IAM 15024, JCM 21487, KCTC 12096, NBRC 102525, CCUG 52898, CIP 108432, UCCCB8",1,Herbaspirillum chlorophenolicum,GCA_001189955,0.7
