ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Gram stain
5416,MK-1,"DSM 1989, ATCC 43737",1,Andreesenia angusta,GCA_001855385,positive
10499,JS11-7,"DSM 18519, KACC 11608",1,Andreprevotia chitinilytica,GCA_000711875,negative
10500,GFC-1,"DSM 23236, BCRC 17832, LMG 24502",1,Andreprevotia lacus,GCA_900176275,negative
11380,Murayama,"DSM 5562, ATCC 12856, CIP 104007, IAM 1077, IFO 15521, JCM 9024, NBRC 15521, NRS 1589, LMG 15531, LMG 16001, NRRL NRS-1589",1,Bacillus aneurinilyticus,GCA_000466385,positive
11400,DB4,"DSM 21566, IAM 15048, JCM 21510, NBRC 102444, NCIMB 13288, CIP 108430, KCTC 13009",1,Aneurinibacillus danicus,GCA_007991215,negative
11401,"R-12870, B-1599","DSM 18919, CIP 108308, KCTC 13001, LMG 22483, Logan B-1599",1,Aneurinibacillus terranovensis,GCA_000430625,positive
560,MR3C,"DSM 15939, ATCC BAA-872, CIP 108338, CIP 108305",1,Anoxybacteroides amylolyticum,GCA_001634285,positive
566,"T-11, T11","DSM 23211, CCTCC AB 209237, KCTC 13721",1,Anoxybacillus tengchongensis,GCA_014201585,positive
556,"GS5-97, R-35643","DSM 16325, ATCC BAA-942",1,Anoxybacteroides tepidamans,GCA_014201465,positive
133999,3nP4,"CGMCC 1.8979, JCM 16594",1,Paranoxybacillus vitaminiphilus,GCA_003259935,positive
557,TH 13,"DSM 17075, JCM 12111, NCIMB 13956",1,Anoxybacteroides voinovskiense,GCA_014196205,positive
130972,,"DSM 21100, KACC 14636, KCTC 22261, LMG 24494, Gsoil 524",1,Anseongella ginsenosidimutans,GCA_004346135,negative
158772,JB01H24,"GDMCC 1.1229, KCTC 52984",1,Antarcticibacterium flavum,GCA_006159205,negative
163904,318-1,"JCM 30927, KCTC 72105, KEMB 7306-525",1,Antarcticimicrobium luteum,GCA_004358185,negative
13654,EL-219,"DSM 11445, CIP 106394",1,Antarctobacter heliothermus,GCA_900188425,negative
166269,,"CGMCC 1.13856, KCTC 49093, CFH 30434",1,Antribacter gilvus,GCA_003946865,positive
140874,wkB301,"NRRL B-65307, NCIMB 14986",1,Apibacter adventoris,GCA_002964975,negative
132969,R-53146,"DSM 100903, LMG 28357",1,Apibacter mensalis,GCA_001418685,negative
166255,G8,"LMG 30898, DSM 107922",1,Apibacter muscae,GCA_007845635,negative
6572,YH-15,"CCUG 53901, CIP 107675, DSM 12361, ATCC 700308, JCM 16173, LMG 18925",1,Apilactobacillus kunkeei,GCA_001281265,positive
158413,Hlig3,"DSM 104126, NRRL B-65473, JCM 33323",1,Apilactobacillus micheneri,GCA_002993975,positive
158411,HV_6,"DSM 104127, NRRL B-65474, JCM 33324",1,Apilactobacillus quenuiae,GCA_002994005,positive
158412,HV_12,"DSM 104128, NRRL B-65472, JCM 33325",1,Apilactobacillus timberlakei,GCA_002993965,negative
166268,Sn-9-2,"KCTC 62308, CCTCC AB 2018270",1,Aquabacter cavernae,GCA_003993795,negative
17926,B8,"DSM 11901, CCM 4957, CCUG 48318, CIP 106984, ATCC BAA-209",1,Aquabacterium commune,GCA_004362855,negative
17927,CS-6,"DSM 22961, BCRC 17729, LMG 24215",1,Aquabacterium fontiphilum,GCA_009909205,negative
17924,B6,"DSM 11968, CCM 4958, CCUG 48317, CIP 106983, ATCC BAA-208",1,Aquabacterium parvum,GCA_001447195,negative
11866,Sa14,"DSM 21857, CCUG 57044",1,Aquamicrobium aerolatum,GCA_900113935,negative
11864,NKK,"DSM 11603, CIP 105610",1,Aquamicrobium defluvii,GCA_004363725,negative
11865,S1,"DSM 11099, CIP 106844",1,Aquamicrobium lusatiense,GCA_014201615,negative
10435,,"DSM 68, ATCC 12638, CCUG 2092, NCTC 10593, LMG 3734, NRRL B-2045, CIP 63.19, JCM 20995, IAM 13944, IFO 14924, NBRC 14924, NCIMB 8658, NRRL: B-2045",1,Aquaspirillum serpens,GCA_000420525,negative
140816,Ar-125,"CGMCC 1.15295, JCM 30876, NRIC 0975",1,Aquaticitalea lipolytica,GCA_014641635,negative
137369,BH30097,"CIP 109159, JCM 12387, KCTC 3823, IBRC M 10657, IBRC-M 10657",1,Aquibacillus koreensis,GCA_025154055,positive
166239,BH258,"KACC 18680, NBRC 111875",1,Aquibacillus sediminis,GCA_005870085,positive
3246,SGT-39,"DSM 16500, CIP 107650, LMG 21647, CCUG 48880",1,Aquicella lusitana,GCA_003350455,negative
3247,SGT-108,"CCUG 48881, DSM 17428, CIP 107651, LMG 21648",1,Aquicella siphonis,GCA_902459485,negative
158773,L1 8-17,"KACC 18806, JCM 31543",1,Aquicoccus porphyridii,GCA_008369105,negative
166539,Z0201,"KCTC 62450, MCCC 1H00328",1,Cognataquiflexum aquatile,GCA_003316845,negative
17714,BA160,"DSM 16537, CIP 108445, LMG 22565",1,Aquiflexum balticum,GCA_900176595,negative
5596,ZC1,"DSM 21889, CCTCC AB 2010229, NBRC 107695",1,Aquimarina agarilytica,GCA_000255455,negative
140504,RZW4-3-2,"JCM 30824, MCCC 1K00698",1,Aquimarina aggregata,GCA_001632745,negative
5592,SMK-19,"DSM 17196, KCTC 12390",1,Aquimarina brevivitae,GCA_004216895,negative
158803,NS08,"KCTC 52897, MCCC 1H00191",1,Aquimarina celericrescens,GCA_018066725,negative
5591,SIO-1,"DSM 2041, ATCC 23177, IAM 14305, KCTC 22638, JCM 8515, CIP 104806, IFO 15938, KCTC 2912, LMG 1343, NBRC 15938, NCIMB 1399",1,Aquimarina latercula,GCA_000430645,negative
133847,SW024,"CGMCC 1.11007, JCM 17859",1,Aquimarina longa,GCA_001401755,negative
5594,,"DSM 19832, KCTC 12285, KMM 6020, LMG 22569",1,Aquimarina muelleri,GCA_000430665,negative
133725,PSC33,"KCTC 23302, JCM 17454",1,Aquimarina mytili,GCA_016735115,negative
5595,A6,"DSM 22623, KCTC 22663",1,Aquimarina spongiae,GCA_900141785,negative
17443,,"DSM 16957, JCM 12896, MTCC 6713, GPTSA 20, CIP 108872",1,Aquimonas voraii,GCA_900101825,negative
166171,KYPY4,"BCRC 81010, KCTC 52441",1,Rubrivivax rivuli,GCA_004016505,negative
164431,30S-ANTBAC,"JCM 32977, DSM 108553, LMG 31079",1,Aquirufa antheringensis,GCA_004307425,negative
167134,50C-KIRBA,"CIP 111736, LMG 31501, DSM 108552",1,Aquirufa beregesia,GCA_011090385,negative
166658,50A-KIRBA,"LMG 31080, CIP 111735, DSM 109986",1,Aquirufa ecclesiirivi,GCA_011250515,negative
166196,"59G-WUEMPEL, 59G- WUEMPEL","LMG 31081, DSM 108554",1,Aquirufa nivalisilvae,GCA_004307455,negative
1547,SH4s,"DSM 18090, CCM 7366, CECT 7149",1,Aquisalibacillus elongatus,GCA_003843875,positive
4301,,"DSM 18102, CCM 7368, CECT 7151, CGMCC 1.6291, CG 12, CIP 109713",1,Aquisalimonas asiatica,GCA_900110585,negative
140856,D11M-2,"CGMCC 1.12921, KCTC 42673",1,Aquisalinus flavus,GCA_014534785,negative
166153,DS48-3,"KCTC 52068, CCTCC AB 2018061",1,Aquisediminimonas profunda,GCA_019443285,negative
166152,CH68-4,"KCTC 62205, CCTCC AB 2018062",1,Aquisediminimonas sediminicola,GCA_019740335,negative
10512,5YN1-3,"DSM 21330, KACC 12729",1,Aquitalea denitrificans,GCA_009856625,negative
10511,TRO-001DR8,"DSM 25134, ATCC BAA-1216, CCM 7607, LMG 23054, NBRC 103050",1,Aquitalea magnusonii,GCA_001515285,negative
140914,P1297,"CCM 7557, LMG 28989, CCUG 67440",1,Aquitalea pelogenes,GCA_001515305,negative
133396,,"DSM 22792, JCM 30984, KCTC 22820, Gsoil 809",1,Arachidicoccus ginsenosidivorans,GCA_007971385,negative
12653,699,"DSM 43307, ATCC 14157, CIP 110010, CCUG 4939, LMG 16729, ATCC 13682, JCM 5830, CIP 101941, IFO 14587, IMET 10974, LMG 19873, NBRC 14587, NCTC 12967, PCM 2431, VKM Ac-1449, VPI 0026, NBRC 4587",1,Arachnia propionica,GCA_001592325,positive
166088,B29T1,"UCCCB43, CIP 110763, LMG 27745",1,Arboricoccus pini,GCA_900187945,negative
204,P6775,"DSM 25104, CCM 7958, CCUG 61573, CIP 110339",1,Arcanobacterium canis,GCA_029625435,positive
197,11018,"DSM 20595, ATCC 9345, CCM 5947, NCTC 8452",1,Arcanobacterium haemolyticum,GCA_000092365,positive
199,M1590/94/3,"DSM 10002, CCUG 38888, LMG 18722, CIP 105740",1,Arcanobacterium phocae,GCA_900105865,positive
22902,2698,"DSM 26142, CCM 8430, LMG 27073, CIP 110543",1,Arcanobacterium phocisimile,GCA_016904675,positive
202,M430/94/2,"DSM 13483, CCUG 42575, CIP 106442",1,Arcanobacterium pluranimalium,GCA_016907845,positive
140307,647,"DSM 102162, LMG 29418",1,Arcanobacterium wilhelmae,GCA_029632765,positive
3766,TNR-18,"DSM 22214, BCRC 17969, LMG 25207",1,Arcicella aurantiaca,GCA_003148625,negative
23819,JC84,"DSM 24636, KCTC 15071, MTCC 10956, CECT 9783",1,Arcobacter anaerophilus,GCA_004116345,negative
159598,W63,"DSM 111014, CECT 8442, LMG 27923, CIP 110984",1,Pseudarcobacter aquimarinus,GCA_004115795,negative
2094,D2686,"DSM 8739, ATCC 49616, CDC D2686, LMG 10828, WDCM 00065, CCUG 30485, NCTC 12481, RM 4018, JCM 31724, CECT 8221, CIP 103493",1,Arcobacter butzleri,GCA_000014025,negative
158655,F138-33,"CECT 8984, LMG 29148, CIP 111615",1,Arcobacter canalis,GCA_002723485,negative
2096,KH-2,"DSM 17680, CCUG 48482, LMG 21996, CIP 108697, CECT 7203",1,Arcobacter cibarius,GCA_000522465,negative
159585,SW28-13,"DSM 111015, CECT 7834, LMG 26153, CIP 110784",1,Pseudarcobacter cloacae,GCA_004115805,negative
2091,"A169/B, 02766","DSM 7289, ATCC 43158, CCUG 17801, LMG 7536, NCTC 11885, WDCM 00066, MCCM 00660, CIP 104014, LMG 9904, CCM 3933",1,Arcobacter cryaerophilus,GCA_003660105,negative
140702,MA5,"LMG 28652, JCM 31147",1,Arcobacter lekithochrous,GCA_003049765,negative
2097,LA31B,"CCUG 53805, DSM 18005, ATCC BAA-1022, CIP 108450",1,Arcobacter halophilus,GCA_002837275,negative
132928,,"DSM 100870, CECT 8942, LFT 1.7",1,Arcobacter lekithochrous,GCA_013283835,negative
2100,CL-S1,"DSM 24769, CECT 7727, KCCM 90072, JCM 15502",1,Malaciobacter marinus,GCA_002723495,negative
2098,F2075,"DSM 23625, CECT 7386, LMG 24559, CIP 110066",1,Arcobacter mytili,GCA_003346775,negative
2092,CI,"CCUG 15892, CECT 7204, DSM 7299, ATCC 33309, CCUG 15893, LMG 7604, NCTC 12251, JCM 33357, CIP 103745",1,Arcobacter nitrofigilis,GCA_000092245,negative
2095,"WCDM 00067, 449/80","DSM 7302, ATCC 51132, CCUG 10374, LMG 6621, WRI 449/80, JCM 33358, CIP 103538, CIP 103588, NCTC 12713, WDCM 00067, CECT 8223, CIP 1035838T",1,Arcobacter skirrowii,GCA_003544835,negative
2099,strain 16389,"DSM 23385, CCUG 56902, LMG 24486",1,Arcobacter thereius,GCA_001695395,negative
2101,"64, 64/2-45d5/R-39974","DSM 25469, LMG 25534, CCUG 59229, CIP 110286",1,Arcobacter trophiarum,GCA_003355515,negative
140651,MN12-7,"KCTC 32015, CIP 110422",1,Arcticibacter svalbardensis,GCA_000403135,negative
23259,TF5-37.2-LB10,"DSM 23085, CIP 110085, MOLA 820",1,Arcticibacter tournemirensis,GCA_006716645,negative
133367,SM1504,"KCTC 42716, CCTCC AB 2015348",1,Arcticibacterium luteifluviistationis,GCA_003258705,negative
140943,SM1212,"MCCC 1K00234, KCTC 32514",1,Psychroserpens luteus,GCA_015319355,negative
24797,110S,"DSM 23922, ATCC BAA-2145, JCM 17282, KCTC 23289, NBRC 107679",1,Ardenticatena maritima,GCA_001293545,negative
158623,P308H10,"GDMCC 1.1230, KCTC 52983",1,Arenibacter catalasegens,GCA_002909235,negative
5484,,"DSM 19833, CCUG 48006, JCM 13507, KCTC 12113, KMM 3941, CIP 108496, NCIMB 14240",1,Arenibacter certesii,GCA_000429545,negative
5485,,"DSM 23522, KCTC 22013, LMG 22574, KMM 6032",1,Arenibacter echinorum,GCA_003259375,negative
133835,HP12,"KACC 16193, JCM 17788",1,Arenibacter hampyeongensis,GCA_002909255,negative
166366,JC631,"KCTC 72002, NBRC 114071",1,Arenibacter lacus,GCA_008711145,negative
5481,,"DSM 15913, CCUG 45454, CIP 106861, JCM 13508, KMM 426, LMG 19693, VKM B-2137D, LMG 19694",1,Arenibacter latericius,GCA_000424985,negative
5482,PIBOC FEBRAS,"CCUG 48011, DSM 17539, CIP 108849, JCM 13509, KMM 3961, LMG 21972, NCIMB 14299",1,Arenibacter palladensis,GCA_900129275,negative
5483,R3674,"DSM 19835, JCM 11736, KMM 3674, NBRC 101532, CIP 108149",1,Arenibacter troitsensis,GCA_900177645,negative
130841,,"DSM 100248, KCTC 12711, LMG 26983, KMM 6208",1,Arenicella chitinivorans,GCA_014651515,negative
17916,Sd2-39,"DSM 24032, KMM 3895, NRIC 0759, JCM 16153",1,Arenicella xantha,GCA_003315245,negative
159746,z29,"JCM 32091, CCTCC AB 2017067",1,Arenimonas caeni,GCA_003024235,negative
17445,TR7-09,"DSM 18010, CIP 109794, KCTC 12666, KCTC 12557",1,Arenimonas composti,GCA_000426365,negative
17444,HO3-R19,"DSM 18148, KACC 11381",1,Arenimonas donghaensis,GCA_000743535,negative
17446,"CC-JY-1, CC-JY-1T","DSM 21305, CCUG 53596, CIP 109310, CCUG 53283",1,Arenimonas malthae,GCA_000747075,negative
24669,CF5-1,"DSM 27855, CCTCC AB 2010449, CGMCC 1.10787, KCTC 23460, KCTC 23904",1,Arenimonas metalli,GCA_000747155,negative
17448,"YC6267, Z0-2","DSM 21050, KCTC 22247",1,Arenimonas oryziterrae,GCA_000420545,negative
140971,Y3L17,"CGMCC 1.15905, KCTC 52420",1,Arenimonas soli,GCA_014643775,negative
164486,R29,"JCM 33216, KACC 19896",1,Arenimonas terrae,GCA_006265115,negative
133984,P7-3-5,"CGMCC 1.12213, KACC 16457",1,Algibacter luteus,GCA_000283015,negative
4269,HA-1,"DSM 8974, ATCC 49307, CIP 103913",1,Arhodomonas aquaeolei,GCA_000374645,negative
13886,U120,"DSM 14744, LMG 26916, CIP 110165",1,Aromatoleum buckelii,GCA_012910785,negative
6239,,"DSM 15745, CCUG 47306, JCM 13385, IAM 15342, NBRC 105202, CIP 108315",1,Arsenicicoccus bolidensis,GCA_000426385,positive
24107,KM894/11,"DSM 25571, CCOS 690, CCUG 62181",1,Arsenicicoccus dermatophilus,GCA_022568795,positive
133299,42-50,"CCTCC AB 2014325, KCTC 42825",1,Arsenicitalea aurantiaca,GCA_003994485,negative
4305,"SKI4, SK14","DSM 15247, ATCC 49151, CIP 109007, CCUG 55501, LMG 12584",1,Arsenophonus nasoniae,GCA_000429565,negative
7625,S6-3,"DSM 22274, CGMCC 1.8950, JCM 17736",1,Arthrobacter alpinus,GCA_900105965,positive
7603,R-5102,"DSM 16402, LMG 22283, JCM 21794, IAM 15349, CIP 108896, LMG 19502",1,Arthrobacter castelli,GCA_000430705,positive
158836,NEAU-SA2,"DSM 106718, CCTCC AB 2017272",1,Arthrobacter celericrescens,GCA_003614925,positive
164638,SLN-3,"JCM 33723, ACCC 61595",1,Arthrobacter crusticola,GCA_004357995,positive
7629,Cr6-08,"DSM 23324, CGMCC 1.10698, CIP 110638, LMG 26052, JCM 18953",1,Arthrobacter cryoconiti,GCA_020905375,positive
7521,,"DSM 20117, ATCC 15481, CCM 2386, NCIB 9499, JCM 2522, BCRC 11571, CCUG 23841, CCUG 23886, CGMCC 1.1926, CIP 102717, IAM 14588, IFO 14235, IMET 10362, KCCM 41107, KCTC 3379, LMG 3819, NBRC 14235, NCIMB 9499, VKM Ac-1107, SC 255",1,Arthrobacter crystallopoietes,GCA_002849715,positive
7630,D48,"DSM 24664, CGMCC 1.10783, CIP 110640, JCM 19662",1,Arthrobacter cupressi,GCA_013409905,positive
132518,,"DSM 29935, CGMCC 1.15091, KCTC 39544, YIM CS25",1,Arthrobacter deserti,GCA_012395865,positive
132484,AM23,"DSM 29493, KACC 18260",1,Arthrobacter echini,GCA_004803505,positive
7591,"R 5812, R5812","DSM 15046, CIP 108364, LMG 21285, CCUG 56033, JCM 13316",1,Arthrobacter gandavensis,GCA_009192735,positive
7522,168,"DSM 20124, ATCC 8010, NCIB 8907, JCM 1332, BCRC 10598, CCUG 12157, CCUG 28997, CCUG 51088, CCUG 581, CECT 388, CGMCC 1.1894, CIP 81.84, HAMBI 1863, HAMBI 88, IAM 12438, ICPB 3434, IFO 12137, IFO 12608, IMET 11240, IMSNU 20063, KCCM 40800, KCTC 9101, LMG 3813, MTCC 4446, NBIMCC 2369, NBRC 12137, NBRC 12608, NCIMB 8907, NRIC 0151, NRRL B-2979, PCM 2134, VKM Ac-1112",1,Arthrobacter globiformis,GCA_000238915,positive
7611,CA15-8,"DSM 16760, CIP 110641, IFO 16787, KCTC 9922, NBRC 16787, CCUG 51945, JCM 12361, CIP 108160",1,Arthrobacter koreensis,GCA_009193255,positive
7618,KV-651,"DSM 25586, JCM 15922, NBRC 102055, NRRL B-24478",1,Arthrobacter oryzae,GCA_003634095,positive
7531,B89,"DSM 20545, ATCC 13346, CCM 1653, NCIB 8910, CCUG 23843, JCM 11606, BCRC 12112, CDA 858, CIP 102362, HAMBI 1862, IAM 12343, IFO 12139, KCTC 3445, LMG 16255, NBRC 12139, NCIMB 8910, NRRL B-1814, VKM Ac-1116, VKM Ac-1128, IMET 10355",1,Arthrobacter pascens,GCA_017052465,positive
7605,R-5117,"DSM 16403, LMG 22284, JCM 21771, CIP 108899, IAM 15322",1,Arthrobacter pigmenti,GCA_011927905,positive
7623,GP3,"DSM 23143, CGMCC 1.6355, JCM 13874",1,Arthrobacter psychrochitiniphilus,GCA_003185915,positive
7598,B7,"DSM 15612, ATCC 700733, JCM 12399, CIP 107481",1,Arthrobacter psychrolactophilus,GCA_003219795,positive
7590,,"DSM 14508, JCM 11881, MTCC 3712, CMS 90or, CIP 107726, NCIMB 14039, VTT E-072994, CMS 90r",1,Arthrobacter roseus,GCA_016907875,positive
158722,MDB1-42,"CGMCC 1.9772, NBRC 113088",1,Arthrobacter ruber,GCA_002954225,positive
166341,,"KACC 19599, CGMCC 1.13474, MIC A30",1,Arthrobacter sedimenti,GCA_011750795,positive
158438,NEAU-SA1,"DSM 106716, CCTCC AB 2017271",1,Arthrobacter silvisoli,GCA_003369445,positive
158257,KIS14-16,"DSM 27180, KACC 17303, NBRC 109660",1,Arthrobacter silviterrae,GCA_011045165,positive
7612,"AC 836, AC 8.36","DSM 16005, CCM 2783, CIP 108701, JCM 14116, IAM 15316, LMG 16145",1,Arthrobacter stackebrandtii,GCA_003217635,positive
7607,R-5305,"DSM 16406, LMG 19501, JCM 21773, CIP 108900, IAM 15324, VTT E-072668",1,Arthrobacter tumbae,GCA_016907495,positive
7580,,"CCUG 36790, JCM 11679, DSM 10495, CIP 104908, CUL 1808, DMMZ 1551, ATCC 700220, CCM 4575, IFM 10486, KCTC 9905, NBRC 107840",1,Arthrobacter woluwensis,GCA_001552095,positive
168166,DPMB0001,"LMG 31078, PCM 3008",1,Arthrospiribacter ruber,GCA_019343195,negative
159686,DMA-K-7a,"DSM 106737, NCAIM B.02641",1,Arundinibacter roseus,GCA_004348825,negative
34,S60-1,"DSM 15972, CCM 7132, IFO (now NBRC) 16457, JCM 10715, KCTC 12914, MTCC 4042, NRIC 0323, IFO 16457, NBRC 16457, CIP 107278",1,Asaia siamensis,GCA_014635085,negative
7848,,"DSM 44099, ATCC 49966, IFO 14496, IMSNU 22009, JCM 7544, NBRC 14496, NRRL B-16430, CGMCC 4.1402, CIP 107013, HUT 6559, KCTC 9353, VKM Ac-1422",1,Asanoa ferruginea,GCA_003387075,positive
7850,TT 97-02,"DSM 44745, NBRC 100142, JCM 13312, BCRC 16825, CGMCC 4.5571, CIP 108714",1,Asanoa iriomotensis,GCA_016862515,positive
7849,6432-C,"DSM 44718, IFO 14551, IMSNU 22004, NBRC 14551, JCM 11895, CIP 107585",1,Asanoa ishikariensis,GCA_016862535,positive
7853,PS7-2,"DSM 45793, BCC 41921, NBRC 107932",1,Asanoa siamensis,GCA_016862555,positive
134105,T3-B7,"AS 1.3431, JCM 12463, CGMCC 1.3431, CIP 108788",1,Asticcacaulis taihuensis,GCA_900100255,negative
168791,"3.1105, 31105","CCTCC AB 2018268, KCTC 62978",1,Asticcacaulis tiandongensis,GCA_006475605,negative
132416,NAS-01,"DSM 28954, JCM 19762",1,Athalassotoga saccharophila,GCA_009936215,negative
3042,,"DSM 15642, ATCC 43386, CCUG 45424, CIP 106638, JCM 9981, NCTC 11919, VPB 2127",1,Atopobium fossor,GCA_000483125,negative
3039,,"DSM 20586, ATCC 33267, CCUG 31167, LMG 9439, CIP 109876, JCM 1118, VPI 9428, NBRC 107787, NCFB 2751",1,Atopobium minutum,GCA_001437015,negative
2250,,"DSM 17538, CCUG 48253, CIP 108502",1,Atopococcus tabaci,GCA_000429585,positive
164259,GH3-15,"JCM 32445, KCTC 62380",1,Aurantiacibacter suaedae,GCA_005434915,negative
141147,R14M6,"GDMCC 1.1202, KCTC 52919",1,Aurantimonas aggregata,GCA_010500835,negative
526,WP1,"DSM 14790, CCUG 53900, CIP 107386",1,Aurantimonas coralicida,GCA_000421645,negative
133164,,"DSM 103570, CPCC 100904, KCTC 52296, EGI 6500337",1,Aurantimonas endophytica,GCA_014196845,negative
12672,,"DSM 23257, CECT 7672, LMG 25551, MON 2.2, JCM 18954",1,Auraticoccus monumenti,GCA_900101785,positive
133899,SG-18,"NBRC 108814, KCTC 23967",1,Aureicoccus marinus,GCA_002954325,negative
532,S21B,"DSM 21988, CECT 7138, CIP 109525, KCTC 22106, LMG 23375",1,Aureimonas altamirensis,GCA_001463885,negative
140972,2T4P-2-4,"KCTC 52217, CGMCC 1.15367",1,Aureimonas endophytica,GCA_014642635,negative
166448,M2BS4Y-1,"KCTC 62837, CGMCC 1.13747",1,Aureimonas flava,GCA_003583935,negative
166343,,"KCTC 62995, NBRC 113692, CAU 1482",1,Aureimonas fodinaquatilis,GCA_008369445,negative
534,CW5,"DSM 21987, JCM 14755, KCTC 12893",1,Aureimonas frigidaquae,GCA_001463905,negative
133355,B5-2,"CGMCC 1.15493, KCTC 52395",1,Aureimonas glaciei,GCA_014643375,negative
166114,,"KCTC 72462, CGMCC 1.17389, YIM 132180",1,Aureimonas leprariae,GCA_008802405,negative
158604,4M3-2,"CFCC 11187, KCTC 42087",1,Aureimonas populi,GCA_017815515,negative
166383,,"KCTC 42691, NBRC 112412, YIM DR1026",1,Aureimonas psammosilenae,GCA_009176975,negative
132997,PP-CE-2G-454,"DSM 102238, CCM 8665, LMG 29411, CIP 111015",1,Aureimonas pseudogalii,GCA_014196835,negative
533,5715S-12,"DSM 18598, CIP 109815, KACC 11607",1,Aureimonas ureilytica,GCA_000382705,negative
133711,S1-66,"NBRC 107741, KCTC 23434",1,Aureitalea marina,GCA_002943755,negative
133872,VIII.04,"ATCC BAA-2394, LMG 26721",1,Aureivirga marina,GCA_015767265,negative
166401,Q31a,"DSM 103537, LMG 29700",1,Aureliella helgolandensis,GCA_007752135,negative
140460,S31,"CCUG 69858, KCTC 33611, MCC 3027, CIP 111652",1,Abyssicoccus albus,GCA_001989575,positive
7792,,"DSM 45359, CCUG 57943, JCM 19109, IMMIB L-1656",1,Auritidibacter ignavus,GCA_003703835,positive
11695,,"DSM 18557, ATCC 29546, CCM 3836, CCUG 12833, CIP 100919, NCTC 11297",1,Avibacterium avium,GCA_900454535,negative
11693,20186H4H1,"CIP 109717, DSM 18224, CCUG 52860",1,Avibacterium endocarditidis,GCA_002921145,negative
11694,,"DSM 18554, CCM 6075, CCUG 12835, CIP 103453, HIM 668-7, ATCC 29545, NCTC 11296, IPDH 2403",1,Avibacterium paragallinarum,GCA_002921155,negative
11696,6,"DSM 22841, ATCC 14385, CCUG 3713, CIP 102677, NCTC 3438, Lovell 6, CCM 3838",1,Avibacterium volantium,GCA_900635775,negative
170905,UR159,"CIP 111616, DSM 105483",1,Avrilella dinanensis,GCA_002807015,negative
164174,CC-YHH838,"JCM 32001, BCRC 81059",1,Pseudothauera nasutitermitis,GCA_004801295,negative
166474,SY39,"KCTC 62157, MCCC 1K03430",1,Pseudazoarcus pumilus,GCA_002872475,negative
164175,CC-YHH848,"JCM 32002, BCRC 81060",1,Pseudothauera rhizosphaerae,GCA_004801305,negative
341,H-N,"DSM 1124, ATCC 29713, IAM 12664, LMG 3324, CCUG 31482, JCM 20723, NBRC 102464, CIP 109065",1,Azohydromonas australica,GCA_000430725,negative
339,"H-4, H4","DSM 1122, ATCC 29712, IAM 12599, LMG 3321, JCM 20675, CCUG 7831, CIP 103458, ICPB 4234, LMG 3323, LMG 3326, NBRC 102462, NCIMB 12188, CCUG 10983",1,Azohydromonas lata,GCA_001571085,negative
13889,d8-1,"DSM 23864, BCRC 17657, LMG 24005",1,Azonexus hydrophilus,GCA_000429605,negative
17440,,"DSM 5975, ATCC 43989, CCUG 26647, LMG 6465, ORS 571, JCM 20966, IAM 13624, IFO 14845, LMG 8557, NBRC 14845, CIP 107330",1,Azorhizobium caulinodans,GCA_000010525,negative
24668,NS12,"DSM 18749, CCM 7897, NEU 1219",1,Azorhizobium oxalatiphilum,GCA_014635325,negative
13893,,"DSM 18626, CCUG 55598, NRRL B-41660, LMG 23819, Sua SUA2, Sua 2",1,Azospira restricta,GCA_016858125,negative
