ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Kind of temperature,Temperature
5342,TP 1.5,"DSM 15952, CCUG 50447, LMG 22039, CIP 108583",1,Enterococcus italicus,GCA_000185365,optimum,37
132142,strain 1971,"DSM 102982, CCM 4630, CCUG 61593, LMG 26678",1,Enterococcus rotai,GCA_001465345,optimum,26
5349,W442,"DSM 22801, CCM 7319, CCUG 53830, CIP 109179, LMG 23085",1,Enterococcus silesiacus,GCA_001465115,optimum,37
5350,"C.J. Portricus UAD1, UAD1","CCM 7300, DSM 22803, CCUG 53831, CIP 109180, LMG 8895",1,Enterococcus termitis,GCA_001730305,optimum,37.50
132143,,"DSM 102981, CCM 4629, CCUG 48799, LMG 26676",1,Enterococcus ureilyticus,GCA_001730315,optimum,26
166112,A649,"CBAS 716, CBRVS P1061",1,Enterovibrio baiacu,GCA_004120195,optimum,25.00
17217,,"DSM 19135, CAIM 912, CBMAI 623, LMG 22228",1,Enterovibrio coralii,GCA_001559595,optimum,25
17218,,"DSM 22720, CAIM 661, CECT 7320, DAl 1-1-5",1,Enterovibrio nigricans,GCA_002835505,optimum,21.5
132372,SW014,"DSM 25033, KCTC 42425, MCCC 1K00500, CAIM 1920, JCM 17855",1,Veronia pacifica,GCA_001707825,optimum,28
23549,PB3-7B,"DSM 25520, NCAIM B 02512",1,Eoetvoesiella caeni,GCA_003315175,optimum,55
164343,F02,"JCM 32722, FBCC 500047, KCTC 62567",1,Ephemeroptericola cinctiostellae,GCA_003339525,optimum,25
24523,U95,"DSM 24752, LMG 26464",1,Epibacterium ulvae,GCA_002796795,optimum,25
158621,EPI-7,"KCCM 90264, JCM 31644",1,Epidermidibacterium keratini,GCA_009834025,optimum,25
4404,,"DSM 26166, CECT 7348, CFBP 5888, IVIA 2057.5",1,Erwinia piriflorinigrans,GCA_001050515,optimum,25
5372,"02-143, MF-EP02","DSM 15511, CIP 107935",1,Erysipelothrix inopinata,GCA_014396165,optimum,27.50
134092,"SW110, SW-110","KCCM 41818, JCM 12189, CGMCC 1.8484, CIP 108636",1,Qipengyuania aquimaris,GCA_009827445,optimum,25
140998,JSSK-14,"KCTC 52764, NBRC 112765",1,Aurantiacibacter aquimixticola,GCA_003605475,optimum,30
140758,RC-4-10-4,"CGMCC 1.15507, JCM 31277",1,Aurantiacibacter arachoides,GCA_009827335,optimum,25
5396,DSW-74,"DSM 17193, KCTC 12395, DSW 74",1,Erythrobacter dokdonensis,GCA_001677335,optimum,36.00
5394,SW-132,"DSM 16220, KCTC 12229",1,Erythrobacter donghaensis,GCA_002155425,optimum,33.5
133565,K7-2,"KCTC 22330, JCM 15420",1,Aurantiacibacter gangjinensis,GCA_001010925,optimum,30
166688,JBTF-M21,"KACC 19864, NBRC 113584",1,Erythrobacter insulae,GCA_007004095,optimum,30
133796,,"KCTC 23090, JCM 16677, CNU 001",1,Parerythrobacter jejuensis,GCA_009827995,optimum,30
5381,T4,"DSM 8509, IAM 14332, CIP 106926",1,Erythrobacter litoralis,GCA_000714795,optimum,27.50
166340,EB310,"KCTC 72109, MCCC 1K03690",1,Erythrobacter mangrovi,GCA_013260645,optimum,29.00
133748,HWDM-33,"KCTC 23554, CCUG 60528",1,Aurantiacibacter marinus,GCA_001013305,optimum,25
166195,KEM-5,"KACC 19865, KCTC 62896, NBRC 113546",1,Qipengyuania marisflavi,GCA_005884405,optimum,25
133552,T30,"CGMCC 1.7715, JCM 16125",1,Qipengyuania nanhaisediminis,GCA_900115585,optimum,30
134033,JA747,"KCTC 23981, NBRC 108930",1,Aurantiacibacter odishensis,GCA_003605195,optimum,27.5
133677,UST081027-248,"JCM 17468, NRRL 59511",1,Qipengyuania pelagi,GCA_009827295,optimum,28
5387,E5,"DSM 8510, IAM 14333, NCIMB 13404, JCM 10282, ATCC 700003, CIP 106927, NBRC 102621",1,Erythrobacter ramosus,GCA_009828055,optimum,27.50
17689,YUAN-3,"DSM 18485, CGMCC 1.5033, JCM 12961",1,Ethanoligenens harbinense,GCA_000178115,optimum,35
5730,AS06/20a,"DSM 19308, CIP 109577, OOB 358",1,Eudoraea adriatica,GCA_000382125,optimum,30
133572,F10,"NBRC 105439, KCTC 19736",1,Euzebya tangerina,GCA_003074135,optimum,24.00
133614,7SM30,"CECT 7477, KCTC 22655, CIP 109943",1,Euzebyella saccharophila,GCA_014855495,optimum,27.00
1242,N-4,"DSM 2522, ATCC 21833, FERM P-1141, JCM 9156, CIP 109017, FERM 1141",1,Evansella cellulosilytica,GCA_000177235,optimum,37
18103,1005,"DSM 20416, ATCC 953, NCIB 9889, CCUG 32630, JCM 1968, BCRC 10378, BCRC 17390, CGMCC 1.1917, CIP 82.109, HAMBI 2009, IAM 1790, IFO 12146, IMET 11072, KCTC 3255, NBRC 12146, NCCB 70030, NCIMB 9889",1,Exiguobacterium acetylicum,GCA_000702605,optimum,28
24783,12/1,"DSM 21148, CCM 8459",1,Exiguobacterium alkaliphilum,GCA_000714435,optimum,35
18107,H2,"DSM 14480, CIP 107163, KCTC 3809, CCUG 47137",1,Exiguobacterium antarcticum,GCA_000685865,optimum,28
133762,IMTB-3094,"MTCC 10958, JCM 17977",1,Exiguobacterium aquaticum,GCA_025234795,optimum,30
18105,BL 77/1,"DSM 6208, ATCC 35652, NCDO 2321, NCIB 11798, CCUG 44910, NCIMB 11798, IFO 14763, CIP 103353",1,Exiguobacterium aurantiacum,GCA_000702585,optimum,28
18115,T-2-2,"DSM 17272, JCM 12280, NCIMB 13980, CCUG 51936, CIP 108684, CIP 108634",1,Exiguobacterium oxidotolerans,GCA_000702625,optimum,34
18119,10c,"DSM 17289, CCUG 50949, CNCM I-2962",1,Exiguobacterium profundum,GCA_025234635,optimum,45
18108,L2,"CCUG 47136, DSM 14481, CIP 107162, KCTC 3810",1,Exiguobacterium undae,GCA_000620805,optimum,28
131261,S4,"DSM 100911, CGMCC 1.10977, JCM 17803",1,Extensimonas vulgaris,GCA_003337425,optimum,48
141117,A4,"KCTC 42507, CGMCC 1.15111",1,Roseivirga thermotolerans,GCA_014653175,optimum,30
166289,,"DSM 103991, KCTC 52556, SYSU SYW-5",1,Facilibium subflavum,GCA_003574485,optimum,35
164230,SNUG30370,"JCM 32257, KCTC 15632",1,Faecalibacillus faecis,GCA_003024675,optimum,37
164229,SNUG30099,"JCM 32256, KCTC 15631",1,Faecalibacillus intestinalis,GCA_003024685,optimum,37
140268,EGH7,"DSM 103426, JCM 30896",1,Faecalimonas umbilicata,GCA_003402615,optimum,37
166490,GY 10110,"CGMCC 1.13648, NBRC 113502",1,Falsibacillus albus,GCA_003668575,optimum,28
1409,CW 7,"DSM 25281, CCTCC AB 207188, KCTC 13200, LMG 24451, CIP 109936, BCRC 80032",1,Falsibacillus pallidus,GCA_003350505,optimum,33.50
166344,,"KCTC 52106, CCTCC AB 2016031, YIM 102744-1",1,Falsigemmobacter faecalis,GCA_003863335,optimum,30
5754,UST040201-002,"DSM 21703, JCM 14605, NRRL B-41860",1,Fangia hongkongensis,GCA_000379445,optimum,31.5
159721,An22,"JCM 30584, NBRC 112974, ATCC TSD-51",1,Ferrigenium kumadai,GCA_018324385,optimum,27.50
108,T23,"DSM 19497, ATCC BAA-1647, DSM 11138",1,Ferrimicrobium acidiphilum,GCA_000745905,optimum,35.0
5455,A4D-4,"DSM 16917, CIP 109004, MBIC 06480, NBRC 102583",1,Ferrimonas marina,GCA_900129905,optimum,27
24008,JYr13,"DSM 23317, LMG 25564, JCM 17552",1,Ferrimonas sediminum,GCA_900100175,optimum,26.5
5458,P2S11,"DSM 18821, ATCC BAA-1480",1,Ferrimonas senticii,GCA_000422665,optimum,28.5
166235,WD2A32,"KCTC 52888, MCCC 1H00201",1,Ferruginivarius sediminum,GCA_003344765,optimum,38.50
23861,AeB,"DSM 25808, JCM 15555, KCTC 5667",1,Fervidicella metallireducens,GCA_000601455,optimum,50
17820,Kam940,"DSM 19380, JCM 18336, VKM B-2539",1,Fervidicoccus fontis,GCA_000258425,optimum,67.50
16698,Y170,"DSM 21121, JCM 15106, KCTC 5610",1,Fervidicola ferrireducens,GCA_001562425,optimum,70
17038,CBS-1,"DSM 17883, JCM 13353",1,Fervidobacterium changbaicum,GCA_004117075,optimum,77.50
17033,Rt17-B1,"DSM 5306, ATCC 35602",1,Fervidobacterium nodosum,GCA_000017545,optimum,70
133268,FC2004,"JCM 18757, ATCC BAA-2483, ATCC AA-2483",1,Fervidobacterium thailandense,GCA_001719065,optimum,80
166120,HYT19,"CCTCC AB 2018342, JCM 33105",1,Fibrisoma montanum,GCA_003583365,optimum,29.00
158767,GDSW-R2A3,"VTCC B-910015, CCM 8782",1,Fictibacillus aquaticus,GCA_002245695,optimum,30
1218,R-13853,"DSM 15865, LMG 21880",1,Fictibacillus gelatini,GCA_000430745,optimum,45
132548,,"DSM 100124, KCTC 33758, MCC 2765, AS 8",1,Fictibacillus halophilus,GCA_016401385,optimum,37
1245,ZFHKF-1,"DSM 17262, JCM 13285, CIP 109160, NCIMB 14300",1,Fictibacillus macauensis,GCA_000269865,optimum,30
1285,YC1,"DSM 25243, CGMCC 1.6854, KCTC 13181, JCM 14863, BCRC 80435",1,Fictibacillus solisalsi,GCA_900103485,optimum,38.5
166480,TB-66,"CIP 111629, LMG 30660, CCM 8866, DSM 107336",1,Filibacter tadaridae,GCA_900609045,optimum,26.50
167944,TTM-71,"BCRC 81160, LMG 31017, KCTC 62871",1,Filimonas effusa,GCA_004118675,optimum,20
17763,YT21,"DSM 21054, NBRC 104114",1,Filimonas lacunae,GCA_002355595,optimum,29
132574,772,"DSM 100760, CGMCC 1.15290",1,Filimonas zeae,GCA_014641615,optimum,29.00
133340,SP5,"LMG 29572, VKM B-3045",1,Fimbriiglobus ruber,GCA_002197845,optimum,22.50
164419,,"JCM 32942, KACC 19790, AST 0115",1,Flagellimonas algicola,GCA_005937185,optimum,25
159764,ECD12,"KCTC 52351, JCM 32292",1,Flagellimonas aquimarina,GCA_003149745,optimum,27.50
24011,YS10,"DSM 26273, IAM 15451, JCM 23196, NCIMB 14281",1,Flammeovirga kamogawensis,GCA_007097495,optimum,30
24012,WPAGA1,"DSM 24597, CCTCC AB 2010364, LMG 26175, MCCC 1A06425",1,Flammeovirga pacifica,GCA_000807855,optimum,32
164470,L12M1,"JCM 33169, KCTC 62750",1,Flammeovirga pectinis,GCA_003970675,optimum,25
164473,17J68-12,"JCM 33179, KCTC 62219",1,Flaviaesturariibacter flavus,GCA_004337505,optimum,30
23525,H5,"DSM 24315, CICC 10486",1,Flaviflexus huanghaiensis,GCA_014118685,optimum,29
133534,T41,"CGMCC 1.7723, NBRC 106054",1,Flavihumibacter petaseus,GCA_000974785,optimum,28
133189,CJ663,"KACC 18874, JCM 31431",1,Flavihumibacter sediminis,GCA_022352285,optimum,30
164573,R14,"JCM 33473, KACC 21229",1,Flavihumibacter soli,GCA_010692725,optimum,30
133199,YS-17,"CCTCC AB 2016053, KCTC 52205",1,Flavihumibacter stibioxidans,GCA_014332695,optimum,28
140822,MDM-7,"KCTC 42722, CECT 8899",1,Flavimaricola marinus,GCA_900184895,optimum,30
14040,1-19,"DSM 19083, CGMCC 1.3457, CIP 109015, JCM 12547",1,Flavimobilis marinus,GCA_014653315,optimum,27.5
14043,,"DSM 21574, JCM 14841, KCTC 13155, DCY 22",1,Flavimobilis soli,GCA_002564025,optimum,37
17762,GS643,"DSM 18119, KCTC 12657, Gsoil 643, CIP 109741",1,Flavisolibacter ginsengisoli,GCA_900129295,optimum,30
166534,X7X,"KCTC 62326, CGMCC 16451",1,Flavisolibacter nicotianae,GCA_003628535,optimum,30
140505,LCS9,"KCTC 42070, JCM 19972",1,Flavisolibacter tropicus,GCA_001644645,optimum,25
140955,ECD14,"KCTC 52352, JCM 31797",1,Flavivirga eckloniae,GCA_002886045,optimum,27.50
24021,JJ013,"DSM 25663, JCM 18211, KACC 16594",1,Flavobacterium aciduliphilum,GCA_003268855,optimum,25
166415,SSM4.2,"KCTC 72807, MCCC 1K04370",1,Flavobacterium ajazii,GCA_010614725,optimum,27.50
159806,HYN0059,"KACC 19183, NBRC 112744",1,Flavobacterium album,GCA_003096035,optimum,30
158819,HR-AY,"KACC 19407, JCM 32264",1,Flavobacterium alvei,GCA_002920895,optimum,20
166172,LLJ-11,"BCRC 81124, LMG 30599, KCTC 62514",1,Flavobacterium amnicola,GCA_004122165,optimum,25
158535,KYPY10,"BCRC 81006, LMG 29727, KCTC 52443",1,Flavobacterium amniphilum,GCA_023634845,optimum,25
5570,D3,"DSM 22555, CGMCC 1.6859, KCTC 22128, JCM 14864, CIP 109938",1,Flavobacterium anhuiense,GCA_900101855,optimum,27.5
5557,AT1026,"DSM 19726, CIP 108750, IMSNU 14042, JCM 12383, KCTC 12222, KCTC 23290, KCTC 52532, LMG 25319",1,Flavobacterium antarcticum,GCA_000419685,optimum,21.2
132986,TMd3a3,"DSM 100880, JCM 30987, BCRC 81042",1,Flavobacterium aquicola,GCA_003385115,optimum,25
5550,"WB1.1-56, 1.1-56","DSM 18293, CCUG 59847, CIP 109242, KCTC 22840, WB 1.1-56",1,Flavobacterium aquidurense,GCA_002217195,optimum,23.5
5585,LM-19-Fp,"DSM 24704, CCM 7939, CCUG 61031, LMG 26359",1,Flavobacterium araucananum,GCA_002222055,optimum,27.5
133125,SM1502,"KCTC 42668, CCTCC AB 2015346",1,Flavobacterium arcticum,GCA_003344925,optimum,25
158736,TH167,"CGMCC 1.15805, LMG 29719",1,Flavobacterium aurantiibacter,GCA_002251775,optimum,28
133598,F44-8,"CCTCC AB 209067, LMG 25233, MCCC 1A02877",1,Flavobacterium beibuense,GCA_000769915,optimum,28
133522,LM5,"CGMCC 1.7031, NBRC 104239, CIP 110388",1,Flavobacterium caeni,GCA_900101895,optimum,22.5
167772,AR-3-4,"KEMB 9005-740, KACC 21171, NBRC 113787",1,Flavobacterium cellulosilyticum,GCA_004349355,optimum,12.50
166270,1E403,"KCTC 62960, MCCC 1H00356",1,Flavobacterium cerinum,GCA_004028155,optimum,28
5572,NJ-26,"DSM 22462, CGMCC 1.6844, NBRC 103934, CIP 109891, KACC 14365",1,Flavobacterium cheniae,GCA_004363695,optimum,28
166438,,"KACC 19592, NBRC 113424, IMCC 34759",1,Flavobacterium cheongpyeongense,GCA_003202435,optimum,20
5586,LM-09-Fp,"DSM 24724, CCM 7940, LMG 26360, CCUG 61032",1,Flavobacterium chilense,GCA_001602525,optimum,26.5
133489,CJ7,"KACC 13353, JCM 15651, CCUG 58910, CIP 110025, LMG 26729",1,Flavobacterium chungangense,GCA_000735715,optimum,25
5551,1-S-2cl (Anacker 1956),"DSM 18644, ATCC 23463, CIP 103531, JCM 21141, LMG 10406, LMG 13035, NBRC 100251, NCIMB 2248, IAM 14301, NCMB 1038",1,Flavobacterium columnare,GCA_002530675,optimum,27.50
158765,PK15,"KCTC 52562, JCM 32115, CIP 111714",1,Flavobacterium commune,GCA_001857965,optimum,30
133395,LPB0076,"KACC 18706, JCM 31219",1,Flavobacterium crassostreae,GCA_001686945,optimum,25
159807,HYN0056,"KACC 19182, NBRC 112743",1,Flavobacterium crocinum,GCA_003122385,optimum,30
5565,R2A45-3,"DSM 18830, CIP 109888, KACC 11732",1,Flavobacterium cucumis,GCA_900148835,optimum,30
24023,E89,"DSM 25795, CIP 110384, LMG 26922",1,Flavobacterium cutihirudinis,GCA_003385895,optimum,26.5
158657,TH021,"LMG 29720, CGMCC 1.16325",1,Flavobacterium cyanobacteriorum,GCA_002251835,optimum,28
5546,GH1-10,"DSM 17708, CIP 109900, KACC 11422, CIP 110192",1,Flavobacterium daejeonense,GCA_000425425,optimum,32.50
5587,"ARSA-19, ARSA-19(T)","DSM 25687, JCM 17065, KACC 14968, KCTC 23179",1,Flavobacterium dankookense,GCA_004362665,optimum,25
5567,EMB 117,"CCUG 59869, DSM 17963, CIP 109898, KCTC 12612",1,Flavobacterium defluvii,GCA_900129555,optimum,27.5
5536,R-9106,"DSM 15718, CIP 108386, LMG 21915",1,Flavobacterium degerlachei,GCA_900106645,optimum,20
5539,ED5,"DSM 15936, ATCC BAA-842, CIP 109214",1,Flavobacterium denitrificans,GCA_000425445,optimum,25
133825,DK69,"CCTCC AB 2011144, KCTC 23775",1,Flavobacterium enshiense,GCA_000498495,optimum,28
5569,"EMB 34, EMB34","DSM 17961, KCTC 12610, CIP 109743",1,Flavobacterium filum,GCA_000425465,optimum,30
5513,A-34,"DSM 1076, ATCC 27944, IAM 14303, JCM 21143, ACAM 579, CCM 2740, CCUG 14832, CIP 104740, IFO 14960, LMG 8328, NBRC 14960, NCIMB 12056",1,Flavobacterium flevense,GCA_006539745,optimum,15
5579,H7,"DSM 19978, KACC 12818, CIP 110184",1,Flavobacterium fluvii,GCA_900129545,optimum,27.5
158613,CJ42,"KACC 19302, JCM 32085",1,Flavobacterium foetidum,GCA_004634245,optimum,30
24022,,"DSM 25660, JCM 18212, KACC 16593, MIC 3010",1,Flavobacterium fontis,GCA_900129405,optimum,25
5537,R-9014,"DSM 15719, CIP 108385, LMG 21922",1,Flavobacterium frigoris,GCA_900111075,optimum,15
5541,,"DSM 16209, CIP 108325, LMG 22022",1,Flavobacterium fryxellicola,GCA_001637185,optimum,20
133319,EM1308,"KACC 18113, JCM 30144",1,Flavobacterium gilvum,GCA_000735535,optimum,28
134059,,"KCTC 23318, JCM 17336, DCY 54, BCRC 81040, CIP 110819",1,Flavobacterium ginsengisoli,GCA_029625315,optimum,27.5
133551,Gm-149,"ICMP 17618, NBRC 105008, CIP 110235",1,Flavobacterium glycines,GCA_001686935,optimum,28
5547,KW05,"DSM 17797, IAM 15099, JCM 21560, KCTC 12201, NBRC 102009, DSM 19729, CIP 108709",1,Flavobacterium granuli,GCA_003003155,optimum,27.5
5580,LQY-7,"DSM 22807, ACCC 05409, KCTC 23008, CIP 110398",1,Flavobacterium haoranii,GCA_009363055,optimum,30
5568,WB4.2-33,"DSM 18292, LMG 26768, CIP 109241, WB 4.2-33",1,Flavobacterium hercynium,GCA_002217285,optimum,23.5
133360,THG-HG1.4,"KACC 18852, CCTCC AB 2016178",1,Flavobacterium hibisci,GCA_020026925,optimum,27.50
5512,N,"DSM 2063, ATCC 29551, CCUG 35201, NCIMB 2215, LMG 8385, Cy aq1, CIP 104741, Cy aq 1",1,Flavobacterium hydatis,GCA_000737695,optimum,22.50
166439,,"KACC 19591, NBRC 113423, IMCC 34758",1,Flavobacterium hydrophilum,GCA_003202405,optimum,20
5515,UW 101,"CCUG 35202, NCIMB 11054, LMG 1341, CFBP 3036, CIP 100931, JCM 8514, DSM 2064, ATCC 17061, IAM 14304, IFO 14942, NBRC 14942, NCIB 11054, Cy j3, MYX 1.1.1, BCRC 14874, GIFU 2500, LMG 1340, NCCB 96103, MYX 1.1.1.",1,Flavobacterium johnsoniae subsp. johnsoniae,GCA_000016645,optimum,27.50
158639,WV39,"KCTC 42908, CECT 9085",1,Flavobacterium kingsejongi,GCA_003076475,optimum,25
158745,THG-AG6.4,"KACC 18851, CGMCC 1.16060",1,Flavobacterium limi,GCA_010645075,optimum,30.00
5571,IP-10,"DSM 21886, CCM 7424, MTCC 8597, CIP 109890",1,Flavobacterium lindanitolerans,GCA_002846575,optimum,37
158743,,"KCTC 52572, NBRC 112527, IMCC 26026",1,Flavobacterium luteum,GCA_008806775,optimum,20
140887,HQQ,"CGMCC 1.15347, KCTC 42935",1,Flavobacterium lutivivi,GCA_014642275,optimum,25
167796,,"YIM 102600, CCTCC AB 201632, KCTC 52099",1,Flavobacterium macacae,GCA_003865365,optimum,28
159809,HYN0048,"KACC 19180, NBRC 112740",1,Flavobacterium magnum,GCA_003055625,optimum,30
133979,SW105,"CGMCC 1.10825, JCM 18132",1,Myroides aquimaris,GCA_900108395,optimum,35
164591,MaA-Y11,"JCM 33501, KACC 21225",1,Flavobacterium microcysteis,GCA_006385255,optimum,30
5544,R-9192,"DSM 17659, CIP 108161, LMG 21919, KCTC 2284",1,Flavobacterium micromati,GCA_900129585,optimum,15
164350,GS13,"JCM 32765, KCTC 62569",1,Flavobacterium nackdongense,GCA_004355225,optimum,20
133920,N1,"MTCC 11155, JCM 17678",1,Flavobacterium nitratireducens,GCA_029625335,optimum,33.5
133902,R-HLS-17,"CGMCC 1.10076, NBRC 108844",1,Flavobacterium noncentrifugens,GCA_007992475,optimum,15
133311,SP3,"CGMCC 1.12506, NBRC 109717",1,Flavobacterium orientale,GCA_014638005,optimum,25
159808,HYN0049,"KACC 19181, NBRC 112741",1,Flavobacterium pallidum,GCA_003097535,optimum,25
166492,ICH-30,"BCRC 81122, LMG 30579, KCTC 62513",1,Flavobacterium piscinae,GCA_004122145,optimum,25.00
5540,R-7582,"DSM 16141, CIP 108326, LMG 22018, KCTC 22843",1,Flavobacterium psychrolimnae,GCA_003312425,optimum,20
5529,3068,"DSM 3660, IAM 14308, NCMB 1947, JCM 8519, ATCC 49418, CCM 3594, CCUG 35200, CIP 103534, IFO 15942, LMG 13179, NBRC 100250, NBRC 15942, NCIMB 1947",1,Flavobacterium psychrophilum,GCA_002217405,optimum,17.50
168505,RB1R5,"NBRC 113060, CGMCC 1.23024",1,Flavobacterium psychrotolerans,GCA_003097635,optimum,16.00
140761,EA-12,"CGMCC 1.15345, NBRC 111769",1,Flavobacterium quisquiliarum,GCA_019308285,optimum,25
133758,FCS-5,"MTCC 10967, JCM 17928, CIP 110368",1,Flavobacterium rakeshii,GCA_009741375,optimum,30
166271,LB2P22,"CGMCC 1.11361, NBRC 113777",1,Flavobacterium ranwuense,GCA_004349315,optimum,20
5577,WB3.2-61,"DSM 21791, CIP 109866, WB 3.2-61",1,Flavobacterium reichenbachii,GCA_002217435,optimum,23.00
5573,BD-b365,"DSM 19382, CIP 109941, KCTC 22078, CCUG 59848",1,Flavobacterium resistens,GCA_009674815,optimum,25.00
5575,WB3.3-2,"DSM 21788, CIP 109865, CCUG 58934, WB 3.3-2",1,Flavobacterium rivuli,GCA_000378485,optimum,20.00
5516,024,"DSM 1811, IAM 14309, NCMB 2072, JCM 8520, ACAM 581, ATCC 49530, CIP 104743, IFO 15944, LMG 8384, NBRC 15944, NCIMB 2072",1,Flavobacterium saccharophilum,GCA_900142735,optimum,25
5558,S13,"DSM 21664, CGMCC 1.3801, JCM 13331, CCUG 60843, CIP 109164",1,Flavobacterium saliperosum,GCA_000498515,optimum,28
5574,"SS7, YC06274","DSM 21067, CIP 110183, KCTC 22246",1,Flavobacterium sasangense,GCA_000686885,optimum,30
158690,YSM-43,"KACC 19435, KCTC 62142, NBRC 113020",1,Flavobacterium sediminilitoris,GCA_023008245,optimum,30
159816,,"KCTC 62132, JCM 32291, MEBiC 07310",1,Flavobacterium sediminis,GCA_003148385,optimum,32
5561,AT1048,"DSM 19741, CIP 109332, IMSNU 14050, JCM 12385, KCTC 12224",1,Flavobacterium segetis,GCA_900129575,optimum,16.60
166201,RD-2-33,"KEMB 9005-742, KACC 21178, NBRC 113789",1,Flavobacterium silvisoli,GCA_004329815,optimum,31.50
133555,"0533, 533","CGMCC 1.8704, JCM 16398, CIP 110296",1,Flavobacterium sinopsychrotolerans,GCA_900110375,optimum,21.5
5559,DS-6,"DSM 19725, CIP 108840, KCTC 12542",1,Flavobacterium soli,GCA_000422705,optimum,25
141075,G16-7,"CGMCC 1.15461, KCTC 42947",1,Flavobacterium suaedae,GCA_014642915,optimum,31.50
5576,WB4.1-42,"DSM 21790, CIP 109867, WB 4.1-42",1,Flavobacterium subsaxonicum,GCA_000422725,optimum,26.00
166491,BBQ-12,"BCRC 81049, LMG 30051, KCTC 52809",1,Flavobacterium sufflavum,GCA_004016525,optimum,25
5545,"GH 29-5, GH29-5","DSM 17707, CIP 109901, KACC 11423",1,Flavobacterium suncheonense,GCA_000430025,optimum,33.50
5578,WB2.3-68,"DSM 21789, CIP 109868, WB 2.3-68",1,Flavobacterium swingsii,GCA_900111965,optimum,25.00
5564,R2A1-13,"DSM 18829, CIP 109887, KACC 11731",1,Flavobacterium terrae,GCA_900142035,optimum,30
5549,DS-20,"DSM 17934, CIP 109939, KCTC 12761",1,Flavobacterium terrigena,GCA_900108955,optimum,25
133486,"0563, 563","CGMCC 1.6847, JCM 15087, CIP 110391",1,Flavobacterium tiangeerense,GCA_007830355,optimum,22.5
166416,YH5,"CICC 24247, KCTC 62174",1,Flavobacterium tibetense,GCA_003293845,optimum,30
141070,GB 56.1,"TISTR 1612, KCTC 42679",1,Flavobacterium tistrianum,GCA_003254545,optimum,27.50
141064,THG-DN8.8,"KCTC 42726, CCTCC AB 2015295",1,Flavobacterium tyrosinilyticum,GCA_023656565,optimum,26.00
133702,DS-12,"CCM 7847, MTCC 10766",1,Flavobacterium ummariense,GCA_900115115,optimum,28
133685,Sr25,"CGMCC 1.9230, NBRC 106480",1,Flavobacterium urumqiense,GCA_900108015,optimum,14.5
166281,T13,"KCTC 62874, ACCC 60126",1,Flavobacterium ustbae,GCA_003946915,optimum,25
5560,AT1042,"DSM 19727, CIP 109334, IMSNU 14048, JCM 12384, KCTC 12223",1,Flavobacterium weaverense,GCA_003688495,optimum,17.00
133684,Sr22,"CGMCC 1.9227, NBRC 106479",1,Flavobacterium xueshanense,GCA_900112975,optimum,14
167595,BO-16,"KACC 19647, LMG 30859",1,Flexivirga caeni,GCA_003724155,optimum,31.00
140492,,"KCTC 39536, CGMCC 1.15085, YIM 7505, JCM 30628",1,Flexivirga endophytica,GCA_014640635,optimum,31.50
140254,R1,"DSM 105369, JCM 31060, KACC 18597",1,Flexivirga oryzae,GCA_014190805,optimum,30
158536,HibF3,"LMG 29831, JCM 31735",1,Floricoccus penangensis,GCA_001832885,optimum,33.50
158537,DF1,"LMG 29833, JCM 31733",1,Floricoccus tropicus,GCA_001832905,optimum,33.50
167730,SM1902,"KCTC 72045, MCCC 1K03596, CCTCC AB 2018346",1,Meridianimarinicoccus aquatilis,GCA_004358675,optimum,27.50
132964,4DR5,"DSM 105135, JCM 19370, KCTC 32475",1,Fluviicoccus keumensis,GCA_004217445,optimum,30
166121,MAH-3,"KACC 19742, CGMCC 1.13750",1,Fluviicola chungangensis,GCA_007558725,optimum,30
3249,RW262,"DSM 16823, NCIMB 13979",1,Fluviicola taffensis,GCA_000194605,optimum,20
133644,,"DSM 21935, ACCC 10716, YIM D17",1,Fodinibius salinus,GCA_008124865,optimum,37
